userid	genesymbol	genename	entrezgene
ENSDARG00000036190	txnl4a	thioredoxin-like 4A	449780
ENSDARG00000033201	zgc:101840	zgc:101840	449795
ENSDARG00000102615	fra10ac1	FRA10A associated CGG repeat 1	449836
ENSDARG00000038030	rbx1	ring-box 1, E3 ubiquitin protein ligase	449846
ENSDARG00000012947	ska2	spindle and kinetochore associated complex subunit 2	449942
ENSDARG00000015653	tnip1	TNFAIP3 interacting protein 1	449958
ENSDARG00000040443	polr2i	polymerase (RNA) II (DNA directed) polypeptide I	449992
ENSDARG00000098972	mrps16	mitochondrial ribosomal protein S16	450009
ENSDARG00000043003	pcyt2	phosphate cytidylyltransferase 2, ethanolamine	450016
ENSDARG00000070431	fip1l1b	FIP1 like 1b (S. cerevisiae)	450021
ENSDARG00000053395	cdkn2aipnl	CDKN2A interacting protein N-terminal like	450034
ENSDARG00000006392	exosc9	exosome component 9	450057
ENSDARG00000029003	eif1axa	eukaryotic translation initiation factor 1A, X-linked, a	450062
ENSDARG00000017781	hsd17b10	hydroxysteroid (17-beta) dehydrogenase 10	450078
ENSDARG00000024654	pgm3	phosphoglucomutase 3	474321
ENSDARG00000021112	c1d	C1D nuclear receptor corepressor	474329
ENSDARG00000070801	opa1	optic atrophy 1 (autosomal dominant)	492332
ENSDARG00000026941	fbxl4	F-box and leucine-rich repeat protein 4	492349
ENSDARG00000011122	pptc7a	PTC7 protein phosphatase homolog a	492506
ENSDARG00000057089	ftsj1	FtsJ RNA methyltransferase homolog 1 (E. coli)	492512
ENSDARG00000033451	fam173b	family with sequence similarity 173, member B	492519
ENSDARG00000040453	wdfy2	WD repeat and FYVE domain containing 2	492636
ENSDARG00000035859	angptl4	angiopoietin-like 4	492647
ENSDARG00000057218	tbc1d15	TBC1 domain family, member 15	492676
ENSDARG00000052522	snx11	sorting nexin 11	492678
ENSDARG00000077883	fam83d	family with sequence similarity 83, member D	492689
ENSDARG00000035056	fgf13a	fibroblast growth factor 13a	492758
ENSDARG00000102607	pmpca	peptidase (mitochondrial processing) alpha	492801
ENSDARG00000087640	nsfl1c	NSFL1 (p97) cofactor (p47)	492805
ENSDARG00000038360	thg1l	tRNA-histidine guanylyltransferase 1-like	492814
ENSDARG00000037410	med28	mediator complex subunit 28	493610
ENSDARG00000015224	cd2ap	CD2-associated protein	494040
ENSDARG00000020699	slc9a8	solute carrier family 9, subfamily A (NHE8, cation proton antiporter 8), member 8	494043
ENSDARG00000073848	arhgef7b	Rho guanine nucleotide exchange factor (GEF) 7b	494081
ENSDARG00000038879	ift80	intraflagellar transport 80 homolog (Chlamydomonas)	494082
ENSDARG00000021324	nsun4	NOL1/NOP2/Sun domain family, member 4	494106
ENSDARG00000104353	nop58	NOP58 ribonucleoprotein homolog (yeast)	494152
ENSDARG00000103145	cdk2ap2	cyclin-dependent kinase 2 associated protein 2	494160
ENSDARG00000068265	tomm5	translocase of outer mitochondrial membrane 5 homolog (yeast)	497181
ENSDARG00000057272	slc30a9	solute carrier family 30 (zinc transporter), member 9	497184
ENSDARG00000103370	lrrc8da	leucine rich repeat containing 8 family, member Da	497399
ENSDARG00000030449	crabp2b	cellular retinoic acid binding protein 2, b	503502
ENSDARG00000020979	fam65c	family with sequence similarity 65, member C	503535
ENSDARG00000025549	ndufaf1	NADH dehydrogenase (ubiquinone) complex I, assembly factor 1	503714
ENSDARG00000011801	wars2	tryptophanyl tRNA synthetase 2, mitochondrial	503745
ENSDARG00000017014	ywhae2	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide 2	503763
ENSDARG00000023110	mapk7	mitogen-activated protein kinase 7	541323
ENSDARG00000091655	gcsha	glycine cleavage system protein H (aminomethyl carrier), a	541329
ENSDARG00000070723	ndufa9a	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9a	541331
ENSDARG00000071203	sptssa	serine palmitoyltransferase, small subunit A	541337
ENSDARG00000103594	npm3	nucleophosmin/nucleoplasmin, 3	541357
ENSDARG00000034757	zdhhc2	zinc finger, DHHC-type containing 2	541365
ENSDARG00000098984	pid1	phosphotyrosine interaction domain containing 1	541377
ENSDARG00000102115	ndufc2	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2	541390
ENSDARG00000032049	enah	enabled homolog (Drosophila)	541394
ENSDARG00000070358	smim12	small integral membrane protein 12	541401
ENSDARG00000036070	znrd1	zinc ribbon domain containing 1	541428
ENSDARG00000044142	acss1	acyl-CoA synthetase short-chain family member 1	541435
ENSDARG00000052124	accs	1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)	541510
ENSDARG00000056672	abcb8	ATP-binding cassette, sub-family B (MDR/TAP), member 8	548340
ENSDARG00000028688	exosc2	exosome component 2	550234
ENSDARG00000059046	psmd5	proteasome 26S subunit, non-ATPase 5	550235
ENSDARG00000100060	exosc7	exosome component 7	550247
ENSDARG00000068434	h3f3b.1	H3 histone, family 3B.1	550262
ENSDARG00000036063	ppp1r11	protein phosphatase 1, regulatory (inhibitor) subunit 11	550290
ENSDARG00000019791	prmt3	protein arginine methyltransferase 3	550348
ENSDARG00000017910	pdss1	prenyl (decaprenyl) diphosphate synthase, subunit 1	550349
ENSDARG00000007130	mrto4	MRT4 homolog, ribosome maturation factor	550350
ENSDARG00000020618	zgc:112056	zgc:112056	550355
ENSDARG00000014963	triap1	TP53 regulated inhibitor of apoptosis 1	550367
ENSDARG00000042866	cx35.4	connexin 35.4	550380
ENSDARG00000038768	mrpl12	mitochondrial ribosomal protein L12	550391
ENSDARG00000045416	mppe1	metallophosphoesterase 1	550396
ENSDARG00000043587	srd5a2a	steroid-5-alpha-reductase, alpha polypeptide 2a	550398
ENSDARG00000024124	sde2	SDE2 telomere maintenance homolog (S. pombe)	550448
ENSDARG00000099640	eed	embryonic ectoderm development	550463
ENSDARG00000103672	cirbpa	cold inducible RNA binding protein a	550495
ENSDARG00000088439	gm2a	GM2 ganglioside activator	550529
ENSDARG00000030441	ppa1b	pyrophosphatase (inorganic) 1b	550531
ENSDARG00000012274	eif4e1c	eukaryotic translation initiation factor 4E family member 1c	550549
ENSDARG00000043663	faub	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed b	550564
ENSDARG00000019845	pdlim1	PDZ and LIM domain 1 (elfin)	550568
ENSDARG00000038271	zgc:113293	zgc:113293	550593
ENSDARG00000042799	atpaf1	ATP synthase mitochondrial F1 complex assembly factor 1	550606
ENSDARG00000040713	rbbp9	retinoblastoma binding protein 9	553083
ENSDARG00000003751	lats1	large tumor suppressor kinase 1	553164
ENSDARG00000037955	pih1d1	PIH1 domain containing 1	553260
ENSDARG00000054606	mrpl1	mitochondrial ribosomal protein L1	553284
ENSDARG00000054746	uggt1	UDP-glucose glycoprotein glucosyltransferase 1	553288
ENSDARG00000010978	trmt1	tRNA methyltransferase 1	553298
ENSDARG00000041493	ipo4	importin 4	553305
ENSDARG00000054255	tctex1d2	Tctex1 domain containing 2	553323
ENSDARG00000103856	ptcd3	pentatricopeptide repeat domain 3	553325
ENSDARG00000099966	polr2a	polymerase (RNA) II (DNA directed) polypeptide A	553347
ENSDARG00000034982	zcchc8	zinc finger, CCHC domain containing 8	553372
ENSDARG00000053138	lrrc47	leucine rich repeat containing 47	553404
ENSDARG00000070545	top1l	topoisomerase (DNA) I, like	553496
ENSDARG00000040326	dhx29	DEAH (Asp-Glu-Ala-His) box polypeptide 29	553505
ENSDARG00000077301	mlf1	myeloid leukemia factor 1	553527
ENSDARG00000037965	srrm2	serine/arginine repetitive matrix 2	553531
ENSDARG00000057105	nle1	notchless homolog 1 (Drosophila)	553606
ENSDARG00000059075	nip7	NIP7, nucleolar pre-rRNA processing protein	553616
ENSDARG00000003205	ngly1	N-glycanase 1	553627
ENSDARG00000044692	eri1	exoribonuclease 1	553641
ENSDARG00000008068	tma16	translation machinery associated 16 homolog	553647
ENSDARG00000025212	cpsf3l	cleavage and polyadenylation specific factor 3-like	553648
ENSDARG00000093406	zgc:111986	zgc:111986	553664
ENSDARG00000058246	cysltr1	cysteinyl leukotriene receptor 1	553675
ENSDARG00000006434	polr1e	polymerase (RNA) I polypeptide E	553733
ENSDARG00000058824	mrpl4	mitochondrial ribosomal protein L4	553771
ENSDARG00000078315	zgc:110063	zgc:110063	553772
ENSDARG00000071878	trmt112	tRNA methyltransferase 11-2 homolog (S. cerevisiae)	553790
ENSDARG00000069850	mrpl30	mitochondrial ribosomal protein L30	553799
ENSDARG00000036903	irak1bp1	interleukin-1 receptor-associated kinase 1 binding protein 1	553809
ENSDARG00000045565	noc4l	nucleolar complex associated 4 homolog	554096
ENSDARG00000057805	mrpl28	mitochondrial ribosomal protein L28	554098
ENSDARG00000035146	polr2j	polymerase (RNA) II (DNA directed) polypeptide J	554099
ENSDARG00000056338	szrd1	SUZ RNA binding domain containing 1	554231
ENSDARG00000056122	gdi1	GDP dissociation inhibitor 1	554985
ENSDARG00000018491	pdia4	protein disulfide isomerase family A, member 4	554998
ENSDARG00000068708	ifrd1	interferon-related developmental regulator 1	555178
ENSDARG00000043877	mmachc	methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria	555267
ENSDARG00000061757	rabgap1l	RAB GTPase activating protein 1-like	555272
ENSDARG00000036179	myo1ea	myosin IE, a	555285
ENSDARG00000071361	si:ch211-197g15.10	si:ch211-197g15.10	555357
ENSDARG00000104105	ttf2	transcription termination factor, RNA polymerase II	555382
ENSDARG00000069045	chtf8	CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae)	555570
ENSDARG00000091931	gpatch4	G patch domain containing 4	555692
ENSDARG00000074319	sall1a	spalt-like transcription factor 1a	555721
ENSDARG00000040991	cttnbp2	cortactin binding protein 2	555837
ENSDARG00000099143	fnta	farnesyltransferase, CAAX box, alpha	555882
ENSDARG00000061177	mov10b.1	Moloney leukemia virus 10b, tandem duplicate 1	556024
ENSDARG00000098317	dync1li1	dynein, cytoplasmic 1, light intermediate chain 1	556103
ENSDARG00000038615	tmem55ba	transmembrane protein 55Ba	556136
ENSDARG00000006062	akap1b	A kinase (PRKA) anchor protein 1b	556208
ENSDARG00000051816	aass	aminoadipate-semialdehyde synthase	556229
ENSDARG00000092123	si:dkey-20d21.12	si:dkey-20d21.12	556245
ENSDARG00000059475	camsap3	calmodulin regulated spectrin-associated protein family, member 3	556256
ENSDARG00000075129	mrps11	mitochondrial ribosomal protein S11	556272
ENSDARG00000013582	csnk2a2b	casein kinase 2, alpha prime polypeptide b	556379
ENSDARG00000009315	clgn	calmegin	556495
ENSDARG00000099675	kdm4b	lysine (K)-specific demethylase 4B	556504
ENSDARG00000097528	si:dkey-7j14.5	si:dkey-7j14.5	556563
ENSDARG00000077299	yars2	tyrosyl-tRNA synthetase 2, mitochondrial	556702
ENSDARG00000045525	tmcc3	transmembrane and coiled-coil domain family 3	556763
ENSDARG00000010873	LOC556764	probable ATP-dependent RNA helicase DDX17	556764
ENSDARG00000067630	zgc:154075	zgc:154075	556929
ENSDARG00000058946	LOC556989	myosin-IIIb	556989
ENSDARG00000063218	ppm1la	protein phosphatase, Mg2+/Mn2+ dependent, 1La	556994
ENSDARG00000007179	sash1a	SAM and SH3 domain containing 1a	557132
ENSDARG00000005374	tubgcp4	tubulin, gamma complex associated protein 4	557155
ENSDARG00000100968	si:ch211-1a19.3	si:ch211-1a19.3	557223
ENSDARG00000104118	antxr2a	anthrax toxin receptor 2a	557239
ENSDARG00000055339	si:ch73-1a9.4	si:ch73-1a9.4	557349
ENSDARG00000079276	ube2ql1	ubiquitin-conjugating enzyme E2Q family-like 1	557472
ENSDARG00000029100	chchd1	coiled-coil-helix-coiled-coil-helix domain containing 1	557606
ENSDARG00000022891	zgc:175214	zgc:175214	557610
ENSDARG00000059308	golt1bb	golgi transport 1Bb	557646
ENSDARG00000056259	tmem131	transmembrane protein 131	557719
ENSDARG00000075743	mrpl47	mitochondrial ribosomal protein L47	557789
ENSDARG00000077403	col8a1a	collagen, type VIII, alpha 1a	557795
ENSDARG00000099280	utp20	UTP20 small subunit (SSU) processome component	557849
ENSDARG00000014041	smarcad1a	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1 a	557875
ENSDARG00000078865	cxxc5a	CXXC finger protein 5a	557911
ENSDARG00000061895	usp32	ubiquitin specific peptidase 32	557981
ENSDARG00000079198	usp13	ubiquitin specific peptidase 13 (isopeptidase T-3)	558011
ENSDARG00000015422	ppil1	peptidylprolyl isomerase (cyclophilin)-like 1	558042
ENSDARG00000091042	sacs	sacsin molecular chaperone	558150
ENSDARG00000040001	fryl	furry homolog, like	558173
ENSDARG00000060392	ash2l	ash2 (absent, small, or homeotic)-like (Drosophila)	558193
ENSDARG00000034943	LOC558202	transmembrane 9 superfamily member 2-like	558202
ENSDARG00000095774	emd	emerin (Emery-Dreifuss muscular dystrophy)	558212
ENSDARG00000063182	rc3h1b	ring finger and CCCH-type domains 1b	558213
ENSDARG00000073756	slc12a7a	solute carrier family 12 (potassium/chloride transporter), member 7a	558214
ENSDARG00000016532	suco	SUN domain containing ossification factor	558218
ENSDARG00000006683	arhgef6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	558288
ENSDARG00000044092	atpif1b	ATPase inhibitory factor 1b	558368
ENSDARG00000078041	xpo1a	exportin 1 (CRM1 homolog, yeast) a	558395
ENSDARG00000013009	ubiad1	UbiA prenyltransferase domain containing 1	558410
ENSDARG00000044083	peli1b	pellino E3 ubiquitin protein ligase 1b	558420
ENSDARG00000060679	kdm1a	lysine (K)-specific demethylase 1a	558450
ENSDARG00000061796	rasgrp4	RAS guanyl releasing protein 4	558453
ENSDARG00000042187	smek1	SMEK homolog 1, suppressor of mek1 (Dictyostelium)	558578
ENSDARG00000078125	rusc1	RUN and SH3 domain containing 1	558727
ENSDARG00000070019	taf15	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor	558760
ENSDARG00000076533	nfe2l1b	nuclear factor, erythroid 2-like 1b	558772
ENSDARG00000016630	tprb	translocated promoter region b, nuclear basket protein	558883
ENSDARG00000061048	ranbp9	RAN binding protein 9	558976
ENSDARG00000061993	wdr74	WD repeat domain 74	558996
ENSDARG00000087657	fasn	fatty acid synthase	559001
ENSDARG00000078500	dap3	death associated protein 3	559007
ENSDARG00000063726	NA	NA	559027
ENSDARG00000010021	grpel1	GrpE-like 1, mitochondrial	559037
ENSDARG00000060094	ptgis	prostaglandin I2 (prostacyclin) synthase	559148
ENSDARG00000061989	mpnd	MPN domain containing	559169
ENSDARG00000030022	nup188	nucleoporin 188	559225
ENSDARG00000079020	gcfc2	GC-rich sequence DNA-binding factor 2	559280
ENSDARG00000062016	vps51	vacuolar protein sorting 51 homolog (S. cerevisiae)	559339
ENSDARG00000044102	znf593	zinc finger protein 593	559352
ENSDARG00000073696	frmd8	FERM domain containing 8	559410
ENSDARG00000094010	swt1	SWT1 RNA endoribonuclease homolog	559432
ENSDARG00000087893	rnf216	ring finger protein 216	559441
ENSDARG00000078113	atp5ia	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit Ea	559659
ENSDARG00000061713	tpd52	tumor protein D52	559992
ENSDARG00000036147	ano5b	anoctamin 5b	560102
ENSDARG00000057890	si:dkey-33c12.4	si:dkey-33c12.4	560112
ENSDARG00000062651	zc3hc1	zinc finger, C3HC-type containing 1	560141
ENSDARG00000078748	si:ch211-137a8.4	si:ch211-137a8.4	560240
ENSDARG00000056270	atpaf2	ATP synthase mitochondrial F1 complex assembly factor 2	560253
ENSDARG00000101010	hpdl	4-hydroxyphenylpyruvate dioxygenase-like	560428
ENSDARG00000079687	rnf10	ring finger protein 10	560444
ENSDARG00000058208	slc25a26	solute carrier family 25 (S-adenosylmethionine carrier), member 26	560478
ENSDARG00000099518	si:ch211-119e14.1	si:ch211-119e14.1	560599
ENSDARG00000043307	srd5a3	steroid 5 alpha-reductase 3	560717
ENSDARG00000009023	ankrd28b	ankyrin repeat domain 28b	560747
ENSDARG00000040988	tpi1b	triosephosphate isomerase 1b	560753
ENSDARG00000060695	znf346	zinc finger protein 346	560756
ENSDARG00000075048	lonrf1	LON peptidase N-terminal domain and ring finger 1	560773
ENSDARG00000079312	kmt2ca	lysine (K)-specific methyltransferase 2Ca	560793
ENSDARG00000044093	rpl13a	ribosomal protein L13a	560828
ENSDARG00000103699	ptpn13	protein tyrosine phosphatase, non-receptor type 13	560883
ENSDARG00000076239	si:ch211-74f19.2	si:ch211-74f19.2	560941
ENSDARG00000035122	camsap1b	calmodulin regulated spectrin-associated protein 1b	561094
ENSDARG00000011466	lace1a	lactation elevated 1a	561238
ENSDARG00000075570	ide	insulin-degrading enzyme	561390
ENSDARG00000068759	si:ch211-244o22.2	si:ch211-244o22.2	561487
ENSDARG00000037555	atoh8	atonal bHLH transcription factor 8	561606
ENSDARG00000035986	ptpn2b	protein tyrosine phosphatase, non-receptor type 2, b	561613
ENSDARG00000100867	rictora	RPTOR independent companion of MTOR, complex 2 a	561703
ENSDARG00000092920	si:ch211-106h4.12	si:ch211-106h4.12	561742
ENSDARG00000068763	plcg2	phospholipase C, gamma 2	561747
ENSDARG00000045159	zdhhc4	zinc finger, DHHC-type containing 4	561817
ENSDARG00000013542	lpgat1	lysophosphatidylglycerol acyltransferase 1	561832
ENSDARG00000060215	cep85	centrosomal protein 85	561994
ENSDARG00000060494	eprs	glutamyl-prolyl-tRNA synthetase	562037
ENSDARG00000077248	zgc:171459	zgc:171459	562056
ENSDARG00000089230	si:ch211-253b8.2	si:ch211-253b8.2	562114
ENSDARG00000079905	mark2a	MAP/microtubule affinity-regulating kinase 2a	562231
ENSDARG00000062915	polr3b	polymerase (RNA) III (DNA directed) polypeptide B	562329
ENSDARG00000098376	si:ch211-207l14.1	si:ch211-207l14.1	562414
ENSDARG00000057286	swap70b	SWAP switching B-cell complex 70b subunit 70b	562490
ENSDARG00000099814	si:dkey-114g7.4	si:dkey-114g7.4	562515
ENSDARG00000060917	anln	anillin, actin binding protein	562517
ENSDARG00000041708	csrp2bp	csrp2 binding protein	562636
ENSDARG00000044056	ahi1	Abelson helper integration site 1	562701
ENSDARG00000058984	rad23ab	RAD23 homolog A, nucleotide excision repair protein b	562839
ENSDARG00000061981	lap3	leucine aminopeptidase 3	562854
ENSDARG00000002994	itpkca	inositol-trisphosphate 3-kinase Ca	562919
ENSDARG00000069313	oxa1l	oxidase (cytochrome c) assembly 1-like	562963
ENSDARG00000073732	myh14	myosin, heavy chain 14, non-muscle	563011
ENSDARG00000052429	syngr2a	synaptogyrin 2a	563028
ENSDARG00000071014	s100u	S100 calcium binding protein U	563060
ENSDARG00000001729	strn3	striatin, calmodulin binding protein 3	563124
ENSDARG00000095705	si:ch211-239e6.4	si:ch211-239e6.4	563220
ENSDARG00000074624	si:ch211-198a12.6	si:ch211-198a12.6	563253
ENSDARG00000093612	si:dkey-92i17.2	si:dkey-92i17.2	563325
ENSDARG00000104726	si:ch211-162e15.3	si:ch211-162e15.3	563358
ENSDARG00000031228	podxl	podocalyxin-like	563365
ENSDARG00000004866	fam63a	family with sequence similarity 63, member A	563470
ENSDARG00000076155	mtpap	mitochondrial poly(A) polymerase	563801
ENSDARG00000032087	sgsh	N-sulfoglucosamine sulfohydrolase (sulfamidase)	563849
ENSDARG00000071562	mtus1a	microtubule associated tumor suppressor 1a	563853
ENSDARG00000062154	dip2ca	disco-interacting protein 2 homolog Ca	563890
ENSDARG00000077948	usp54a	ubiquitin specific peptidase 54a	563912
ENSDARG00000055786	LOC563933	serine protease 23-like	563933
ENSDARG00000042428	gstt1a	glutathione S-transferase theta 1a	563972
ENSDARG00000077822	si:dkey-6i22.5	si:dkey-6i22.5	564240
ENSDARG00000062330	si:ch211-233a24.2	si:ch211-233a24.2	564367
ENSDARG00000062109	shdb	Src homology 2 domain containing transforming protein D, b	564537
ENSDARG00000103422	usp10	ubiquitin specific peptidase 10	564632
ENSDARG00000061688	arvcfb	armadillo repeat gene deleted in velocardiofacial syndrome b	564669
ENSDARG00000043402	zgc:171480	zgc:171480	564733
ENSDARG00000060383	mmaa	methylmalonic aciduria (cobalamin deficiency) cblA type	564760
ENSDARG00000073716	cpxm1a	carboxypeptidase X (M14 family), member 1a	564830
ENSDARG00000057648	dnttip2	deoxynucleotidyltransferase, terminal, interacting protein 2	564961
ENSDARG00000069433	tnk2b	tyrosine kinase, non-receptor, 1	565029
ENSDARG00000069122	si:ch211-216l23.2	si:ch211-216l23.2	565061
ENSDARG00000056741	senp3b	SUMO1/sentrin/SMT3 specific peptidase 3b	565123
ENSDARG00000031647	stat2	signal transducer and activator of transcription 2	565200
ENSDARG00000059534	si:ch211-146m13.3	si:ch211-146m13.3	565205
ENSDARG00000058030	hspa14	heat shock protein 14	565232
ENSDARG00000013110	dmtn	dematin actin binding protein	565367
ENSDARG00000057255	emc1	ER membrane protein complex subunit 1	565399
ENSDARG00000026165	col11a1a	collagen, type XI, alpha 1a	565402
ENSDARG00000077317	snx29	sorting nexin 29	565513
ENSDARG00000062266	edc4	enhancer of mRNA decapping 4	565659
ENSDARG00000003968	zgc:162969	zgc:162969	565767
ENSDARG00000068397	tns2b	tensin 2b	565809
ENSDARG00000098880	pclob	piccolo presynaptic cytomatrix protein b	565842
ENSDARG00000019596	nrd1a	nardilysin a (N-arginine dibasic convertase)	565850
ENSDARG00000095750	si:dkey-71l1.3	si:dkey-71l1.3	566022
ENSDARG00000014008	cwc22	CWC22 spliceosome-associated protein homolog (S. cerevisiae)	566033
ENSDARG00000053468	adam10a	ADAM metallopeptidase domain 10a	566044
ENSDARG00000092310	si:ch211-199g17.2	si:ch211-199g17.2	566074
ENSDARG00000061095	stk36	serine/threonine kinase 36 (fused homolog, Drosophila)	566154
ENSDARG00000061951	golgb1	golgin B1	566353
ENSDARG00000078741	zgc:172136	zgc:172136	566376
ENSDARG00000019033	tmem59	transmembrane protein 59	566384
ENSDARG00000062795	abcb7	ATP-binding cassette, sub-family B (MDR/TAP), member 7	566515
ENSDARG00000062063	tab3	TGF-beta activated kinase 1/MAP3K7 binding protein 3	566547
ENSDARG00000089418	si:dkey-164f24.2	si:dkey-164f24.2	566607
ENSDARG00000091996	si:ch211-117m20.5	si:ch211-117m20.5	566658
ENSDARG00000079973	pus10	pseudouridylate synthase 10	566689
ENSDARG00000089162	afap1l1a	actin filament associated protein 1-like 1a	566757
ENSDARG00000059774	dub	duboraya	566846
ENSDARG00000077323	thap4	THAP domain containing 4	567037
ENSDARG00000035352	pafah1b2	platelet-activating factor acetylhydrolase 1b, catalytic subunit 2	567170
ENSDARG00000077114	arhgef16	Rho guanine nucleotide exchange factor (GEF) 16	567180
ENSDARG00000055678	akap12b	A kinase (PRKA) anchor protein 12b	567365
ENSDARG00000062003	myo5b	myosin VB	567402
ENSDARG00000011582	sox5	SRY (sex determining region Y)-box 5	567413
ENSDARG00000061378	smg8	SMG8 nonsense mediated mRNA decay factor	567424
ENSDARG00000053087	mthfr	methylenetetrahydrofolate reductase (NAD(P)H)	567547
ENSDARG00000039626	nrgna	neurogranin (protein kinase C substrate, RC3) a	567608
ENSDARG00000022615	si:ch211-241e1.3	si:ch211-241e1.3	567640
ENSDARG00000062058	slc12a7b	solute carrier family 12 (potassium/chloride transporter), member 7b	567667
ENSDARG00000104047	si:ch211-262i1.3	si:ch211-262i1.3	567688
ENSDARG00000023583	coq9	coenzyme Q9 homolog (S. cerevisiae)	567716
ENSDARG00000062315	sik2b	salt-inducible kinase 2b	567919
ENSDARG00000100630	lye	lymphocyte antigen-6, epidermis	567961
ENSDARG00000057437	apodb	apolipoprotein Db	567972
ENSDARG00000070038	rbp2a	retinol binding protein 2a, cellular	568032
ENSDARG00000061682	bicc1a	BicC family RNA binding protein 1a	568201
ENSDARG00000019961	znf513	zinc finger protein 513	568216
ENSDARG00000005122	atp2a2b	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2b	568265
ENSDARG00000057929	naf1	nuclear assembly factor 1 homolog (S. cerevisiae)	568328
ENSDARG00000056954	si:dkeyp-38g8.5	si:dkeyp-38g8.5	568385
ENSDARG00000074331	eif4g3b	eukaryotic translation initiation factor 4 gamma, 3b	568761
ENSDARG00000074084	strip1	striatin interacting protein 1	568805
ENSDARG00000079097	tanc2a	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2a	568810
ENSDARG00000086112	si:ch211-266i6.3	si:ch211-266i6.3	568826
ENSDARG00000087805	cldn34a	claudin 34a	568833
ENSDARG00000094526	ksr2	kinase suppressor of ras 2	569127
ENSDARG00000061794	jam3b	junctional adhesion molecule 3b	569217
ENSDARG00000046087	brd2b	bromodomain containing 2b	569354
ENSDARG00000008808	eml2	echinoderm microtubule associated protein like 2	569375
ENSDARG00000078435	anapc13	anaphase promoting complex subunit 13	569473
ENSDARG00000070898	si:ch211-262h13.3	si:ch211-262h13.3	569577
ENSDARG00000043026	ttbk2b	tau tubulin kinase 2b	569881
ENSDARG00000074581	add2	adducin 2 (beta)	570147
ENSDARG00000063003	alkbh5	alkB homolog 5, RNA demethylase	570158
ENSDARG00000063466	isy1	ISY1 splicing factor homolog	570205
ENSDARG00000003217	urb2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)	570267
ENSDARG00000078882	slc22a31	solute carrier family 22, member 31	570565
ENSDARG00000071065	g6pd	glucose-6-phosphate dehydrogenase	570579
ENSDARG00000092170	apoc1l	apolipoprotein C-I like	570638
ENSDARG00000060065	ubap2b	ubiquitin associated protein 2b	570789
ENSDARG00000057121	c7b	complement component 7b	570832
ENSDARG00000003311	pank2	pantothenate kinase 2	570866
ENSDARG00000018049	sf3b2	splicing factor 3b, subunit 2	570994
ENSDARG00000068602	dalrd3	DALR anticodon binding domain containing 3	571036
ENSDARG00000071724	ankha	ANKH inorganic pyrophosphate transport regulator a	571148
ENSDARG00000002411	crtc1b	CREB regulated transcription coactivator 1b	571344
ENSDARG00000098477	tec	tec protein tyrosine kinase	571588
ENSDARG00000103843	LOC571789	sperm-associated antigen 8-like	571789
ENSDARG00000103598	siva1	SIVA1, apoptosis-inducing factor	571845
ENSDARG00000038414	b3galt6	UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6	572324
ENSDARG00000036930	tbx18	T-box 18	572713
ENSDARG00000041314	ndufb9	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9	573021
ENSDARG00000058328	lsm7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated	573047
ENSDARG00000026489	khsrp	KH-type splicing regulatory protein	573145
ENSDARG00000052840	ndufs4	NADH dehydrogenase (ubiquinone) Fe-S protein 4, (NADH-coenzyme Q reductase)	573689
ENSDARG00000045249	nif3l1	NIF3 NGG1 interacting factor 3-like 1 (S. cerevisiae)	574421
ENSDARG00000052073	blcap	bladder cancer associated protein	57918
ENSDARG00000010792	cdc25b	cell division cycle 25B	57925
ENSDARG00000037870	actb2	actin, beta 2	57935
ENSDARG00000099358	hccsb	holocytochrome c synthase b	58016
ENSDARG00000040070	coil	coilin p80	58024
ENSDARG00000033551	fbxw4	F-box and WD repeat domain containing 4	58035
ENSDARG00000030490	sptb	spectrin, beta, erythrocytic	58040
ENSDARG00000059001	pim2	Pim-2 proto-oncogene, serine/threonine kinase	58054
ENSDARG00000043130	notch2	notch 2	58065
ENSDARG00000041381	arntl2	aryl hydrocarbon receptor nuclear translocator-like 2	58099
ENSDARG00000015551	fth1a	ferritin, heavy polypeptide 1a	58108
ENSDARG00000009779	mcl1a	myeloid cell leukemia 1a	58122
ENSDARG00000008818	hsf1	heat shock transcription factor 1	58123
ENSDARG00000013615	pbx3b	pre-B-cell leukemia homeobox 3b	58140
ENSDARG00000013441	hey2	hes-related family bHLH transcription factor with YRPW motif 2	58146
