userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000172354	GNB2	G protein subunit beta 2	2783	https://www.ncbi.nlm.nih.gov/gene/?term=2783
ENSG00000164167	LSM6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	11157	https://www.ncbi.nlm.nih.gov/gene/?term=11157
ENSG00000204592	HLA-E	major histocompatibility complex, class I, E	3133	https://www.ncbi.nlm.nih.gov/gene/?term=3133
ENSG00000049540	ELN	elastin	2006	https://www.ncbi.nlm.nih.gov/gene/?term=2006
ENSG00000169100	SLC25A6	solute carrier family 25 member 6	293	https://www.ncbi.nlm.nih.gov/gene/?term=293
ENSG00000125810	CD93	CD93 molecule	22918	https://www.ncbi.nlm.nih.gov/gene/?term=22918
ENSG00000137944	KYAT3	kynurenine aminotransferase 3	56267	https://www.ncbi.nlm.nih.gov/gene/?term=56267
ENSG00000106809	OGN	osteoglycin	4969	https://www.ncbi.nlm.nih.gov/gene/?term=4969
ENSG00000164649	CDCA7L	cell division cycle associated 7 like	55536	https://www.ncbi.nlm.nih.gov/gene/?term=55536
ENSG00000065427	KARS	lysyl-tRNA synthetase	3735	https://www.ncbi.nlm.nih.gov/gene/?term=3735
ENSG00000203879	GDI1	GDP dissociation inhibitor 1	2664	https://www.ncbi.nlm.nih.gov/gene/?term=2664
ENSG00000144354	CDCA7	cell division cycle associated 7	83879	https://www.ncbi.nlm.nih.gov/gene/?term=83879
ENSG00000138449	SLC40A1	solute carrier family 40 member 1	30061	https://www.ncbi.nlm.nih.gov/gene/?term=30061
ENSG00000177542	SLC25A22	solute carrier family 25 member 22	79751	https://www.ncbi.nlm.nih.gov/gene/?term=79751
ENSG00000133026	MYH10	myosin heavy chain 10	4628	https://www.ncbi.nlm.nih.gov/gene/?term=4628
ENSG00000177410	ZFAS1	ZNFX1 antisense RNA 1	441951	https://www.ncbi.nlm.nih.gov/gene/?term=441951
ENSG00000213977	TAX1BP3	Tax1 binding protein 3	30851	https://www.ncbi.nlm.nih.gov/gene/?term=30851
ENSG00000128708	HAT1	histone acetyltransferase 1	8520	https://www.ncbi.nlm.nih.gov/gene/?term=8520
ENSG00000165996	HACD1	3-hydroxyacyl-CoA dehydratase 1	9200	https://www.ncbi.nlm.nih.gov/gene/?term=9200
ENSG00000136040	PLXNC1	plexin C1	10154	https://www.ncbi.nlm.nih.gov/gene/?term=10154
ENSG00000167281	RBFOX3	RNA binding fox-1 homolog 3	146713	https://www.ncbi.nlm.nih.gov/gene/?term=146713
ENSG00000198431	TXNRD1	thioredoxin reductase 1	7296	https://www.ncbi.nlm.nih.gov/gene/?term=7296
ENSG00000171533	MAP6	microtubule associated protein 6	4135	https://www.ncbi.nlm.nih.gov/gene/?term=4135
ENSG00000197006	METTL9	methyltransferase like 9	51108	https://www.ncbi.nlm.nih.gov/gene/?term=51108
ENSG00000023697	DERA	deoxyribose-phosphate aldolase	51071	https://www.ncbi.nlm.nih.gov/gene/?term=51071
ENSG00000182247	UBE2E2	ubiquitin conjugating enzyme E2 E2	7325	https://www.ncbi.nlm.nih.gov/gene/?term=7325
ENSG00000094796	KRT31	keratin 31	3881	https://www.ncbi.nlm.nih.gov/gene/?term=3881
ENSG00000164985	PSIP1	PC4 and SFRS1 interacting protein 1	11168	https://www.ncbi.nlm.nih.gov/gene/?term=11168
ENSG00000100353	EIF3D	eukaryotic translation initiation factor 3 subunit D	8664	https://www.ncbi.nlm.nih.gov/gene/?term=8664
ENSG00000129538	RNASE1	ribonuclease A family member 1, pancreatic	6035	https://www.ncbi.nlm.nih.gov/gene/?term=6035
ENSG00000178982	EIF3K	eukaryotic translation initiation factor 3 subunit K	27335	https://www.ncbi.nlm.nih.gov/gene/?term=27335
ENSG00000105372	RPS19	ribosomal protein S19	6223	https://www.ncbi.nlm.nih.gov/gene/?term=6223
ENSG00000110092	CCND1	cyclin D1	595	https://www.ncbi.nlm.nih.gov/gene/?term=595
ENSG00000105974	CAV1	caveolin 1	857	https://www.ncbi.nlm.nih.gov/gene/?term=857
ENSG00000183431	SF3A3	splicing factor 3a subunit 3	10946	https://www.ncbi.nlm.nih.gov/gene/?term=10946
ENSG00000068697	LAPTM4A	lysosomal protein transmembrane 4 alpha	9741	https://www.ncbi.nlm.nih.gov/gene/?term=9741
ENSG00000198856	OSTC	oligosaccharyltransferase complex non-catalytic subunit	58505	https://www.ncbi.nlm.nih.gov/gene/?term=58505
ENSG00000229807	XIST	X inactive specific transcript	7503	https://www.ncbi.nlm.nih.gov/gene/?term=7503
ENSG00000153827	TRIP12	thyroid hormone receptor interactor 12	9320	https://www.ncbi.nlm.nih.gov/gene/?term=9320
ENSG00000139684	ESD	esterase D	2098	https://www.ncbi.nlm.nih.gov/gene/?term=2098
ENSG00000100297	MCM5	minichromosome maintenance complex component 5	4174	https://www.ncbi.nlm.nih.gov/gene/?term=4174
ENSG00000166582	CENPV	centromere protein V	201161	https://www.ncbi.nlm.nih.gov/gene/?term=201161
ENSG00000197961	ZNF121	zinc finger protein 121	7675	https://www.ncbi.nlm.nih.gov/gene/?term=7675
ENSG00000113810	SMC4	structural maintenance of chromosomes 4	10051	https://www.ncbi.nlm.nih.gov/gene/?term=10051
ENSG00000139722	VPS37B	VPS37B, ESCRT-I subunit	79720	https://www.ncbi.nlm.nih.gov/gene/?term=79720
ENSG00000168288	MMADHC	metabolism of cobalamin associated D	27249	https://www.ncbi.nlm.nih.gov/gene/?term=27249
ENSG00000130811	EIF3G	eukaryotic translation initiation factor 3 subunit G	8666	https://www.ncbi.nlm.nih.gov/gene/?term=8666
ENSG00000189060	H1F0	H1 histone family member 0	3005	https://www.ncbi.nlm.nih.gov/gene/?term=3005
ENSG00000182774	RPS17	ribosomal protein S17	6218	https://www.ncbi.nlm.nih.gov/gene/?term=6218
ENSG00000109255	NMU	neuromedin U	10874	https://www.ncbi.nlm.nih.gov/gene/?term=10874
ENSG00000134697	GNL2	G protein nucleolar 2	29889	https://www.ncbi.nlm.nih.gov/gene/?term=29889
ENSG00000126756	UXT	ubiquitously expressed prefoldin like chaperone	8409	https://www.ncbi.nlm.nih.gov/gene/?term=8409
ENSG00000106628	POLD2	DNA polymerase delta 2, accessory subunit	5425	https://www.ncbi.nlm.nih.gov/gene/?term=5425
ENSG00000182836	PLCXD3	phosphatidylinositol specific phospholipase C X domain containing 3	345557	https://www.ncbi.nlm.nih.gov/gene/?term=345557
ENSG00000197442	MAP3K5	mitogen-activated protein kinase kinase kinase 5	4217	https://www.ncbi.nlm.nih.gov/gene/?term=4217
ENSG00000144895	EIF2A	eukaryotic translation initiation factor 2A	83939	https://www.ncbi.nlm.nih.gov/gene/?term=83939
ENSG00000087460	GNAS	GNAS complex locus	2778	https://www.ncbi.nlm.nih.gov/gene/?term=2778
ENSG00000196358	NTNG2	netrin G2	84628	https://www.ncbi.nlm.nih.gov/gene/?term=84628
ENSG00000221829	FANCG	FA complementation group G	2189	https://www.ncbi.nlm.nih.gov/gene/?term=2189
ENSG00000000003	TSPAN6	tetraspanin 6	7105	https://www.ncbi.nlm.nih.gov/gene/?term=7105
ENSG00000071082	RPL31	ribosomal protein L31	6160	https://www.ncbi.nlm.nih.gov/gene/?term=6160
ENSG00000130741	EIF2S3	eukaryotic translation initiation factor 2 subunit gamma	1968	https://www.ncbi.nlm.nih.gov/gene/?term=1968
ENSG00000182979	MTA1	metastasis associated 1	9112	https://www.ncbi.nlm.nih.gov/gene/?term=9112
ENSG00000104408	EIF3E	eukaryotic translation initiation factor 3 subunit E	3646	https://www.ncbi.nlm.nih.gov/gene/?term=3646
ENSG00000171103	TRMT61B	tRNA methyltransferase 61B	55006	https://www.ncbi.nlm.nih.gov/gene/?term=55006
ENSG00000136522	MRPL47	mitochondrial ribosomal protein L47	57129	https://www.ncbi.nlm.nih.gov/gene/?term=57129
ENSG00000184445	KNTC1	kinetochore associated 1	9735	https://www.ncbi.nlm.nih.gov/gene/?term=9735
ENSG00000010818	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2	3097	https://www.ncbi.nlm.nih.gov/gene/?term=3097
ENSG00000092964	DPYSL2	dihydropyrimidinase like 2	1808	https://www.ncbi.nlm.nih.gov/gene/?term=1808
ENSG00000185615	PDIA2	protein disulfide isomerase family A member 2	64714	https://www.ncbi.nlm.nih.gov/gene/?term=64714
ENSG00000169439	SDC2	syndecan 2	6383	https://www.ncbi.nlm.nih.gov/gene/?term=6383
ENSG00000143870	PDIA6	protein disulfide isomerase family A member 6	10130	https://www.ncbi.nlm.nih.gov/gene/?term=10130
ENSG00000102317	RBM3	RNA binding motif protein 3	5935	https://www.ncbi.nlm.nih.gov/gene/?term=5935
ENSG00000221869	CEBPD	CCAAT enhancer binding protein delta	1052	https://www.ncbi.nlm.nih.gov/gene/?term=1052
ENSG00000104419	NDRG1	N-myc downstream regulated 1	10397	https://www.ncbi.nlm.nih.gov/gene/?term=10397
ENSG00000072506	HSD17B10	hydroxysteroid 17-beta dehydrogenase 10	3028	https://www.ncbi.nlm.nih.gov/gene/?term=3028
ENSG00000104325	DECR1	2,4-dienoyl-CoA reductase 1	1666	https://www.ncbi.nlm.nih.gov/gene/?term=1666
ENSG00000051108	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1	9709	https://www.ncbi.nlm.nih.gov/gene/?term=9709
ENSG00000109805	NCAPG	non-SMC condensin I complex subunit G	64151	https://www.ncbi.nlm.nih.gov/gene/?term=64151
ENSG00000172939	OXSR1	oxidative stress responsive kinase 1	9943	https://www.ncbi.nlm.nih.gov/gene/?term=9943
ENSG00000102024	PLS3	plastin 3	5358	https://www.ncbi.nlm.nih.gov/gene/?term=5358
ENSG00000242247	ARFGAP3	ADP ribosylation factor GTPase activating protein 3	26286	https://www.ncbi.nlm.nih.gov/gene/?term=26286
ENSG00000178035	IMPDH2	inosine monophosphate dehydrogenase 2	3615	https://www.ncbi.nlm.nih.gov/gene/?term=3615
ENSG00000163331	DAPL1	death associated protein like 1	92196	https://www.ncbi.nlm.nih.gov/gene/?term=92196
ENSG00000156482	RPL30	ribosomal protein L30	6156	https://www.ncbi.nlm.nih.gov/gene/?term=6156
ENSG00000100823	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1	328	https://www.ncbi.nlm.nih.gov/gene/?term=328
ENSG00000176973	FAM89B	family with sequence similarity 89 member B	23625	https://www.ncbi.nlm.nih.gov/gene/?term=23625
ENSG00000105323	HNRNPUL1	heterogeneous nuclear ribonucleoprotein U like 1	11100	https://www.ncbi.nlm.nih.gov/gene/?term=11100
ENSG00000125871	MGME1	mitochondrial genome maintenance exonuclease 1	92667	https://www.ncbi.nlm.nih.gov/gene/?term=92667
ENSG00000011465	DCN	decorin	1634	https://www.ncbi.nlm.nih.gov/gene/?term=1634
ENSG00000163479	SSR2	signal sequence receptor subunit 2	6746	https://www.ncbi.nlm.nih.gov/gene/?term=6746
ENSG00000100221	JOSD1	Josephin domain containing 1	9929	https://www.ncbi.nlm.nih.gov/gene/?term=9929
ENSG00000143799	PARP1	poly(ADP-ribose) polymerase 1	142	https://www.ncbi.nlm.nih.gov/gene/?term=142
ENSG00000111144	LTA4H	leukotriene A4 hydrolase	4048	https://www.ncbi.nlm.nih.gov/gene/?term=4048
ENSG00000109586	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7	51809	https://www.ncbi.nlm.nih.gov/gene/?term=51809
ENSG00000163960	UBXN7	UBX domain protein 7	26043	https://www.ncbi.nlm.nih.gov/gene/?term=26043
ENSG00000176124	DLEU1	deleted in lymphocytic leukemia 1	10301	https://www.ncbi.nlm.nih.gov/gene/?term=10301
ENSG00000158234	FAIM	Fas apoptotic inhibitory molecule	55179	https://www.ncbi.nlm.nih.gov/gene/?term=55179
ENSG00000065911	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	10797	https://www.ncbi.nlm.nih.gov/gene/?term=10797
ENSG00000204335	SP5	Sp5 transcription factor	389058	https://www.ncbi.nlm.nih.gov/gene/?term=389058
ENSG00000112175	BMP5	bone morphogenetic protein 5	653	https://www.ncbi.nlm.nih.gov/gene/?term=653
ENSG00000144034	TPRKB	TP53RK binding protein	51002	https://www.ncbi.nlm.nih.gov/gene/?term=51002
ENSG00000221818	EBF2	EBF transcription factor 2	64641	https://www.ncbi.nlm.nih.gov/gene/?term=64641
ENSG00000163191	S100A11	S100 calcium binding protein A11	6282	https://www.ncbi.nlm.nih.gov/gene/?term=6282
ENSG00000169714	CNBP	CCHC-type zinc finger nucleic acid binding protein	7555	https://www.ncbi.nlm.nih.gov/gene/?term=7555
ENSG00000075415	SLC25A3	solute carrier family 25 member 3	5250	https://www.ncbi.nlm.nih.gov/gene/?term=5250
ENSG00000000419	DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic	8813	https://www.ncbi.nlm.nih.gov/gene/?term=8813
ENSG00000245910	SNHG6	small nucleolar RNA host gene 6	641638	https://www.ncbi.nlm.nih.gov/gene/?term=641638
ENSG00000080503	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	6595	https://www.ncbi.nlm.nih.gov/gene/?term=6595
ENSG00000147677	EIF3H	eukaryotic translation initiation factor 3 subunit H	8667	https://www.ncbi.nlm.nih.gov/gene/?term=8667
ENSG00000088899	LZTS3	leucine zipper tumor suppressor family member 3	9762	https://www.ncbi.nlm.nih.gov/gene/?term=9762
ENSG00000137073	UBAP2	ubiquitin associated protein 2	55833	https://www.ncbi.nlm.nih.gov/gene/?term=55833
ENSG00000140612	SEC11A	SEC11 homolog A, signal peptidase complex subunit	23478	https://www.ncbi.nlm.nih.gov/gene/?term=23478
ENSG00000240344	PPIL3	peptidylprolyl isomerase like 3	53938	https://www.ncbi.nlm.nih.gov/gene/?term=53938
ENSG00000162769	FLVCR1	feline leukemia virus subgroup C cellular receptor 1	28982	https://www.ncbi.nlm.nih.gov/gene/?term=28982
ENSG00000055044	NOP58	NOP58 ribonucleoprotein	51602	https://www.ncbi.nlm.nih.gov/gene/?term=51602
ENSG00000166595	CIAO2B	cytosolic iron-sulfur assembly component 2B	51647	https://www.ncbi.nlm.nih.gov/gene/?term=51647
ENSG00000133027	PEMT	phosphatidylethanolamine N-methyltransferase	10400	https://www.ncbi.nlm.nih.gov/gene/?term=10400
ENSG00000184867	ARMCX2	armadillo repeat containing X-linked 2	9823	https://www.ncbi.nlm.nih.gov/gene/?term=9823
ENSG00000128422	KRT17	keratin 17	3872	https://www.ncbi.nlm.nih.gov/gene/?term=3872
ENSG00000172500	FIBP	FGF1 intracellular binding protein	9158	https://www.ncbi.nlm.nih.gov/gene/?term=9158
ENSG00000161021	MAML1	mastermind like transcriptional coactivator 1	9794	https://www.ncbi.nlm.nih.gov/gene/?term=9794
ENSG00000133878	DUSP26	dual specificity phosphatase 26	78986	https://www.ncbi.nlm.nih.gov/gene/?term=78986
ENSG00000145050	MANF	mesencephalic astrocyte derived neurotrophic factor	7873	https://www.ncbi.nlm.nih.gov/gene/?term=7873
ENSG00000149806	FAU	FAU, ubiquitin like and ribosomal protein S30 fusion	2197	https://www.ncbi.nlm.nih.gov/gene/?term=2197
ENSG00000123349	PFDN5	prefoldin subunit 5	5204	https://www.ncbi.nlm.nih.gov/gene/?term=5204
ENSG00000133627	ACTR3B	actin related protein 3B	57180	https://www.ncbi.nlm.nih.gov/gene/?term=57180
ENSG00000074054	CLASP1	cytoplasmic linker associated protein 1	23332	https://www.ncbi.nlm.nih.gov/gene/?term=23332
ENSG00000171316	CHD7	chromodomain helicase DNA binding protein 7	55636	https://www.ncbi.nlm.nih.gov/gene/?term=55636
ENSG00000114120	SLC25A36	solute carrier family 25 member 36	55186	https://www.ncbi.nlm.nih.gov/gene/?term=55186
ENSG00000078399	HOXA9	homeobox A9	3205	https://www.ncbi.nlm.nih.gov/gene/?term=3205
ENSG00000177600	RPLP2	ribosomal protein lateral stalk subunit P2	6181	https://www.ncbi.nlm.nih.gov/gene/?term=6181
ENSG00000088205	DDX18	DEAD-box helicase 18	8886	https://www.ncbi.nlm.nih.gov/gene/?term=8886
ENSG00000057608	GDI2	GDP dissociation inhibitor 2	2665	https://www.ncbi.nlm.nih.gov/gene/?term=2665
ENSG00000117519	CNN3	calponin 3	1266	https://www.ncbi.nlm.nih.gov/gene/?term=1266
ENSG00000107295	SH3GL2	SH3 domain containing GRB2 like 2, endophilin A1	6456	https://www.ncbi.nlm.nih.gov/gene/?term=6456
ENSG00000182199	SHMT2	serine hydroxymethyltransferase 2	6472	https://www.ncbi.nlm.nih.gov/gene/?term=6472
ENSG00000165868	HSPA12A	heat shock protein family A (Hsp70) member 12A	259217	https://www.ncbi.nlm.nih.gov/gene/?term=259217
ENSG00000068745	IP6K2	inositol hexakisphosphate kinase 2	51447	https://www.ncbi.nlm.nih.gov/gene/?term=51447
ENSG00000113916	BCL6	BCL6, transcription repressor	604	https://www.ncbi.nlm.nih.gov/gene/?term=604
ENSG00000163466	ARPC2	actin related protein 2/3 complex subunit 2	10109	https://www.ncbi.nlm.nih.gov/gene/?term=10109
ENSG00000176720	BOK	BCL2 family apoptosis regulator BOK	666	https://www.ncbi.nlm.nih.gov/gene/?term=666
ENSG00000173482	PTPRM	protein tyrosine phosphatase, receptor type M	5797	https://www.ncbi.nlm.nih.gov/gene/?term=5797
ENSG00000168348	INSM2	INSM transcriptional repressor 2	84684	https://www.ncbi.nlm.nih.gov/gene/?term=84684
ENSG00000159593	NAE1	NEDD8 activating enzyme E1 subunit 1	8883	https://www.ncbi.nlm.nih.gov/gene/?term=8883
ENSG00000177169	ULK1	unc-51 like autophagy activating kinase 1	8408	https://www.ncbi.nlm.nih.gov/gene/?term=8408
ENSG00000108107	RPL28	ribosomal protein L28	6158	https://www.ncbi.nlm.nih.gov/gene/?term=6158
ENSG00000155438	NIFK	nucleolar protein interacting with the FHA domain of MKI67	84365	https://www.ncbi.nlm.nih.gov/gene/?term=84365
ENSG00000164258	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	4724	https://www.ncbi.nlm.nih.gov/gene/?term=4724
ENSG00000198838	RYR3	ryanodine receptor 3	6263	https://www.ncbi.nlm.nih.gov/gene/?term=6263
ENSG00000115484	CCT4	chaperonin containing TCP1 subunit 4	10575	https://www.ncbi.nlm.nih.gov/gene/?term=10575
ENSG00000136160	EDNRB	endothelin receptor type B	1910	https://www.ncbi.nlm.nih.gov/gene/?term=1910
ENSG00000169169	CPT1C	carnitine palmitoyltransferase 1C	126129	https://www.ncbi.nlm.nih.gov/gene/?term=126129
ENSG00000092841	MYL6	myosin light chain 6	4637	https://www.ncbi.nlm.nih.gov/gene/?term=4637
ENSG00000145431	PDGFC	platelet derived growth factor C	56034	https://www.ncbi.nlm.nih.gov/gene/?term=56034
ENSG00000164611	PTTG1	pituitary tumor-transforming 1	9232	https://www.ncbi.nlm.nih.gov/gene/?term=9232
ENSG00000149557	FEZ1	fasciculation and elongation protein zeta 1	9638	https://www.ncbi.nlm.nih.gov/gene/?term=9638
ENSG00000149557	STT3A-AS1	STT3A antisense RNA 1	105369550	https://www.ncbi.nlm.nih.gov/gene/?term=105369550
ENSG00000060718	COL11A1	collagen type XI alpha 1 chain	1301	https://www.ncbi.nlm.nih.gov/gene/?term=1301
ENSG00000170142	UBE2E1	ubiquitin conjugating enzyme E2 E1	7324	https://www.ncbi.nlm.nih.gov/gene/?term=7324
ENSG00000116251	RPL22	ribosomal protein L22	6146	https://www.ncbi.nlm.nih.gov/gene/?term=6146
ENSG00000091129	NRCAM	neuronal cell adhesion molecule	4897	https://www.ncbi.nlm.nih.gov/gene/?term=4897
ENSG00000085760	MTIF2	mitochondrial translational initiation factor 2	4528	https://www.ncbi.nlm.nih.gov/gene/?term=4528
ENSG00000162961	DPY30	dpy-30, histone methyltransferase complex regulatory subunit	84661	https://www.ncbi.nlm.nih.gov/gene/?term=84661
ENSG00000134248	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5	10542	https://www.ncbi.nlm.nih.gov/gene/?term=10542
ENSG00000074416	MGLL	monoglyceride lipase	11343	https://www.ncbi.nlm.nih.gov/gene/?term=11343
ENSG00000067715	SYT1	synaptotagmin 1	6857	https://www.ncbi.nlm.nih.gov/gene/?term=6857
ENSG00000187323	DCC	DCC netrin 1 receptor	1630	https://www.ncbi.nlm.nih.gov/gene/?term=1630
ENSG00000084623	EIF3I	eukaryotic translation initiation factor 3 subunit I	8668	https://www.ncbi.nlm.nih.gov/gene/?term=8668
ENSG00000115457	IGFBP2	insulin like growth factor binding protein 2	3485	https://www.ncbi.nlm.nih.gov/gene/?term=3485
ENSG00000151500	THYN1	thymocyte nuclear protein 1	29087	https://www.ncbi.nlm.nih.gov/gene/?term=29087
ENSG00000122033	MTIF3	mitochondrial translational initiation factor 3	219402	https://www.ncbi.nlm.nih.gov/gene/?term=219402
ENSG00000138801	PAPSS1	3'-phosphoadenosine 5'-phosphosulfate synthase 1	9061	https://www.ncbi.nlm.nih.gov/gene/?term=9061
ENSG00000101680	LAMA1	laminin subunit alpha 1	284217	https://www.ncbi.nlm.nih.gov/gene/?term=284217
ENSG00000107447	DNTT	DNA nucleotidylexotransferase	1791	https://www.ncbi.nlm.nih.gov/gene/?term=1791
ENSG00000122566	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	3181	https://www.ncbi.nlm.nih.gov/gene/?term=3181
ENSG00000116774	OLFML3	olfactomedin like 3	56944	https://www.ncbi.nlm.nih.gov/gene/?term=56944
ENSG00000134294	SLC38A2	solute carrier family 38 member 2	54407	https://www.ncbi.nlm.nih.gov/gene/?term=54407
ENSG00000082898	XPO1	exportin 1	7514	https://www.ncbi.nlm.nih.gov/gene/?term=7514
ENSG00000132405	TBC1D14	TBC1 domain family member 14	57533	https://www.ncbi.nlm.nih.gov/gene/?term=57533
ENSG00000185189	NRBP2	nuclear receptor binding protein 2	340371	https://www.ncbi.nlm.nih.gov/gene/?term=340371
ENSG00000114115	RBP1	retinol binding protein 1	5947	https://www.ncbi.nlm.nih.gov/gene/?term=5947
ENSG00000142534	RPS11	ribosomal protein S11	6205	https://www.ncbi.nlm.nih.gov/gene/?term=6205
ENSG00000163558	PRKCI	protein kinase C iota	5584	https://www.ncbi.nlm.nih.gov/gene/?term=5584
ENSG00000136521	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	4711	https://www.ncbi.nlm.nih.gov/gene/?term=4711
ENSG00000182916	TCEAL7	transcription elongation factor A like 7	56849	https://www.ncbi.nlm.nih.gov/gene/?term=56849
ENSG00000122406	RPL5	ribosomal protein L5	6125	https://www.ncbi.nlm.nih.gov/gene/?term=6125
ENSG00000133169	BEX1	brain expressed X-linked 1	55859	https://www.ncbi.nlm.nih.gov/gene/?term=55859
ENSG00000198542	ITGBL1	integrin subunit beta like 1	9358	https://www.ncbi.nlm.nih.gov/gene/?term=9358
ENSG00000119950	MXI1	MAX interactor 1, dimerization protein	4601	https://www.ncbi.nlm.nih.gov/gene/?term=4601
ENSG00000116478	HDAC1	histone deacetylase 1	3065	https://www.ncbi.nlm.nih.gov/gene/?term=3065
ENSG00000139926	FRMD6	FERM domain containing 6	122786	https://www.ncbi.nlm.nih.gov/gene/?term=122786
ENSG00000204628	RACK1	receptor for activated C kinase 1	10399	https://www.ncbi.nlm.nih.gov/gene/?term=10399
ENSG00000100207	TCF20	transcription factor 20	6942	https://www.ncbi.nlm.nih.gov/gene/?term=6942
ENSG00000187109	NAP1L1	nucleosome assembly protein 1 like 1	4673	https://www.ncbi.nlm.nih.gov/gene/?term=4673
ENSG00000118762	PKD2	polycystin 2, transient receptor potential cation channel	5311	https://www.ncbi.nlm.nih.gov/gene/?term=5311
ENSG00000149273	RPS3	ribosomal protein S3	6188	https://www.ncbi.nlm.nih.gov/gene/?term=6188
ENSG00000171345	KRT19	keratin 19	3880	https://www.ncbi.nlm.nih.gov/gene/?term=3880
ENSG00000087086	FTL	ferritin light chain	2512	https://www.ncbi.nlm.nih.gov/gene/?term=2512
ENSG00000160752	FDPS	farnesyl diphosphate synthase	2224	https://www.ncbi.nlm.nih.gov/gene/?term=2224
ENSG00000161016	RPL8	ribosomal protein L8	6132	https://www.ncbi.nlm.nih.gov/gene/?term=6132
ENSG00000196569	LAMA2	laminin subunit alpha 2	3908	https://www.ncbi.nlm.nih.gov/gene/?term=3908
ENSG00000060138	YBX3	Y-box binding protein 3	8531	https://www.ncbi.nlm.nih.gov/gene/?term=8531
ENSG00000100302	RASD2	RASD family member 2	23551	https://www.ncbi.nlm.nih.gov/gene/?term=23551
ENSG00000159377	PSMB4	proteasome subunit beta 4	5692	https://www.ncbi.nlm.nih.gov/gene/?term=5692
ENSG00000186847	KRT14	keratin 14	3861	https://www.ncbi.nlm.nih.gov/gene/?term=3861
ENSG00000175203	DCTN2	dynactin subunit 2	10540	https://www.ncbi.nlm.nih.gov/gene/?term=10540
ENSG00000228224	NACA4P	NACA family member 4, pseudogene	83955	https://www.ncbi.nlm.nih.gov/gene/?term=83955
ENSG00000174444	RPL4	ribosomal protein L4	6124	https://www.ncbi.nlm.nih.gov/gene/?term=6124
ENSG00000168268	NT5DC2	5'-nucleotidase domain containing 2	64943	https://www.ncbi.nlm.nih.gov/gene/?term=64943
ENSG00000166508	MCM7	minichromosome maintenance complex component 7	4176	https://www.ncbi.nlm.nih.gov/gene/?term=4176
ENSG00000100028	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide	6634	https://www.ncbi.nlm.nih.gov/gene/?term=6634
ENSG00000146278	PNRC1	proline rich nuclear receptor coactivator 1	10957	https://www.ncbi.nlm.nih.gov/gene/?term=10957
ENSG00000125944	HNRNPR	heterogeneous nuclear ribonucleoprotein R	10236	https://www.ncbi.nlm.nih.gov/gene/?term=10236
ENSG00000151835	SACS	sacsin molecular chaperone	26278	https://www.ncbi.nlm.nih.gov/gene/?term=26278
ENSG00000130066	SAT1	spermidine/spermine N1-acetyltransferase 1	6303	https://www.ncbi.nlm.nih.gov/gene/?term=6303
ENSG00000101349	PAK5	p21 (RAC1) activated kinase 5	57144	https://www.ncbi.nlm.nih.gov/gene/?term=57144
ENSG00000123080	CDKN2C	cyclin dependent kinase inhibitor 2C	1031	https://www.ncbi.nlm.nih.gov/gene/?term=1031
ENSG00000101166	PRELID3B	PRELI domain containing 3B	51012	https://www.ncbi.nlm.nih.gov/gene/?term=51012
ENSG00000077549	CAPZB	capping actin protein of muscle Z-line subunit beta	832	https://www.ncbi.nlm.nih.gov/gene/?term=832
ENSG00000169020	ATP5ME	ATP synthase membrane subunit e	521	https://www.ncbi.nlm.nih.gov/gene/?term=521
ENSG00000116221	MRPL37	mitochondrial ribosomal protein L37	51253	https://www.ncbi.nlm.nih.gov/gene/?term=51253
ENSG00000151552	QDPR	quinoid dihydropteridine reductase	5860	https://www.ncbi.nlm.nih.gov/gene/?term=5860
ENSG00000102316	MAGED2	MAGE family member D2	10916	https://www.ncbi.nlm.nih.gov/gene/?term=10916
ENSG00000125835	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1	6628	https://www.ncbi.nlm.nih.gov/gene/?term=6628
ENSG00000152556	PFKM	phosphofructokinase, muscle	5213	https://www.ncbi.nlm.nih.gov/gene/?term=5213
ENSG00000152192	POU4F1	POU class 4 homeobox 1	5457	https://www.ncbi.nlm.nih.gov/gene/?term=5457
ENSG00000109736	MFSD10	major facilitator superfamily domain containing 10	10227	https://www.ncbi.nlm.nih.gov/gene/?term=10227
ENSG00000080200	CRYBG3	crystallin beta-gamma domain containing 3	131544	https://www.ncbi.nlm.nih.gov/gene/?term=131544
ENSG00000134871	COL4A2	collagen type IV alpha 2 chain	1284	https://www.ncbi.nlm.nih.gov/gene/?term=1284
