userid	genesymbol	genename	entrezgene
ENSDARG00000089245	dusp23b	dual specificity phosphatase 23b	436735
ENSDARG00000058297	timm13	translocase of inner mitochondrial membrane 13 homolog (yeast)	436738
ENSDARG00000102590	polr3h	polymerase (RNA) III (DNA directed) polypeptide H	436749
ENSDARG00000029064	uqcrq	ubiquinol-cytochrome c reductase, complex III subunit VII	436768
ENSDARG00000007720	sub1b	SUB1 homolog, transcriptional regulator b	436778
ENSDARG00000026281	lyrm1	LYR motif containing 1	436779
ENSDARG00000101259	hgh1	HGH1 homolog (S. cerevisiae)	436795
ENSDARG00000044402	nop16	NOP16 nucleolar protein homolog (yeast)	436807
ENSDARG00000039882	ap3s2	adaptor-related protein complex 3, sigma 2 subunit	436812
ENSDARG00000070131	rpp25l	ribonuclease P/MRP 25 subunit-like	436813
ENSDARG00000027547	zgc:92789	zgc:92789	436818
ENSDARG00000046048	vapal	VAMP (vesicle-associated membrane protein)-associated protein A, like	436819
ENSDARG00000037855	taf11	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor	436821
ENSDARG00000016745	slc35f6	solute carrier family 35, member F6	436832
ENSDARG00000056510	gstk1	glutathione S-transferase kappa 1	436833
ENSDARG00000052712	suclg1	succinate-CoA ligase, alpha subunit	436850
ENSDARG00000057241	tnfsf10	tumor necrosis factor (ligand) superfamily, member 10	436866
ENSDARG00000040513	zgc:92313	zgc:92313	436869
ENSDARG00000023591	nrbf2b	nuclear receptor binding factor 2b	436886
ENSDARG00000022183	gsto1	glutathione S-transferase omega 1	436894
ENSDARG00000038789	tmem53	transmembrane protein 53	436910
ENSDARG00000005104	limk2	LIM domain kinase 2	436924
ENSDARG00000005945	sart1	squamous cell carcinoma antigen recognised by T cells	436946
ENSDARG00000096829	blvrb	biliverdin reductase B	436959
ENSDARG00000035625	snrnp27	small nuclear ribonucleoprotein 27 (U4/U6.U5)	436976
ENSDARG00000054540	imp4	IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast)	436992
ENSDARG00000089517	zgc:92594	zgc:92594	436996
ENSDARG00000088276	zgc:92591	zgc:92591	436997
ENSDARG00000020595	gnl3l	guanine nucleotide binding protein-like 3 (nucleolar)-like	442932
ENSDARG00000104508	slc10a7	solute carrier family 10, member 7	445025
ENSDARG00000015394	thoc7	THO complex 7	445035
ENSDARG00000069734	zgc:92880	zgc:92880	445037
ENSDARG00000013749	zgc:92113	zgc:92113	445054
ENSDARG00000007181	nadk2	NAD kinase 2, mitochondrial	445071
ENSDARG00000008811	cmtm3	CKLF-like MARVEL transmembrane domain containing 3	445074
ENSDARG00000012674	rpusd4	RNA pseudouridylate synthase domain containing 4	445101
ENSDARG00000031814	dhrs13b	dehydrogenase/reductase (SDR family) member 13b	445116
ENSDARG00000005023	fkbp9	FK506 binding protein 9	445126
ENSDARG00000033376	chchd4a	coiled-coil-helix-coiled-coil-helix domain containing 4a	445144
ENSDARG00000104687	slc16a9b	solute carrier family 16, member 9b	445158
ENSDARG00000004618	stx2a	syntaxin 2a	445167
ENSDARG00000026183	polr2eb	polymerase (RNA) II (DNA directed) polypeptide E, b	445170
ENSDARG00000043010	camk2d1	calcium/calmodulin-dependent protein kinase (CaM kinase) II delta 1	445208
ENSDARG00000035907	fam49a	family with sequence similarity 49, member A	445212
ENSDARG00000033973	mrps23	mitochondrial ribosomal protein S23	445221
ENSDARG00000093007	mphosph6	M-phase phosphoprotein 6	445224
ENSDARG00000036811	ifrd2	interferon-related developmental regulator 2	445227
ENSDARG00000055635	crk	v-crk avian sarcoma virus CT10 oncogene homolog	445234
ENSDARG00000023989	pef1	penta-EF-hand domain containing 1	445249
ENSDARG00000022340	ufc1	ubiquitin-fold modifier conjugating enzyme 1	445256
ENSDARG00000035678	zgc:91910	zgc:91910	445276
ENSDARG00000015315	psmc5	proteasome 26S subunit, ATPase 5	445285
ENSDARG00000015123	zgc:101000	zgc:101000	445317
ENSDARG00000025854	ddx51	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51	445387
ENSDARG00000020913	ddx56	DEAD (Asp-Glu-Ala-Asp) box helicase 56	445399
ENSDARG00000105037	snrpf	small nuclear ribonucleoprotein polypeptide F	445404
ENSDARG00000030139	sdhdb	succinate dehydrogenase complex, subunit D, integral membrane protein b	445500
ENSDARG00000041113	wdr18	WD repeat domain 18	445819
ENSDARG00000037930	rnf113a	ring finger protein 113A	446116
ENSDARG00000035562	mpdu1a	mannose-P-dolichol utilization defect 1a	447806
ENSDARG00000034852	nt5c2l1	5'-nucleotidase, cytosolic II, like 1	447810
ENSDARG00000069360	ppp3r1b	protein phosphatase 3 (formerly 2B), regulatory s1ubunit B, alpha isoform, b	447814
ENSDARG00000016830	rimkla	ribosomal modification protein rimK-like family member A	447815
ENSDARG00000052783	cdc42ep3	CDC42 effector protein (Rho GTPase binding) 3	447829
ENSDARG00000014179	pfkma	phosphofructokinase, muscle a	447836
ENSDARG00000056720	utp3	UTP3, small subunit (SSU) processome component, homolog (S. cerevisiae)	447856
ENSDARG00000100850	rnf103	ring finger protein 103	447861
ENSDARG00000042509	glod4	glyoxalase domain containing 4	447874
ENSDARG00000056583	ndufs6	NADH dehydrogenase (ubiquinone) Fe-S protein 6	447913
ENSDARG00000075677	mrpl17	mitochondrial ribosomal protein L17	447945
ENSDARG00000069706	prmt6	protein arginine methyltransferase 6	448867
ENSDARG00000101116	vps33a	vacuolar protein sorting 33A	448942
ENSDARG00000007135	cnot3a	CCR4-NOT transcription complex, subunit 3a	449540
ENSDARG00000103824	hint1	histidine triad nucleotide binding protein 1	449551
ENSDARG00000045999	saa	serum amyloid A	449557
ENSDARG00000013250	tars	threonyl-tRNA synthetase	449661
ENSDARG00000034826	park7	parkinson protein 7	449674
ENSDARG00000058285	cpt1b	carnitine palmitoyltransferase 1B (muscle)	449677
ENSDARG00000098785	glrx3	glutaredoxin 3	449777
ENSDARG00000036190	txnl4a	thioredoxin-like 4A	449780
ENSDARG00000033201	zgc:101840	zgc:101840	449795
ENSDARG00000102615	fra10ac1	FRA10A associated CGG repeat 1	449836
ENSDARG00000038030	rbx1	ring-box 1, E3 ubiquitin protein ligase	449846
ENSDARG00000015653	tnip1	TNFAIP3 interacting protein 1	449958
ENSDARG00000040443	polr2i	polymerase (RNA) II (DNA directed) polypeptide I	449992
ENSDARG00000026655	tspo	translocator protein	450011
ENSDARG00000043003	pcyt2	phosphate cytidylyltransferase 2, ethanolamine	450016
ENSDARG00000070431	fip1l1b	FIP1 like 1b (S. cerevisiae)	450021
ENSDARG00000053395	cdkn2aipnl	CDKN2A interacting protein N-terminal like	450034
ENSDARG00000029003	eif1axa	eukaryotic translation initiation factor 1A, X-linked, a	450062
ENSDARG00000019228	mogat2	monoacylglycerol O-acyltransferase 2	450063
ENSDARG00000017781	hsd17b10	hydroxysteroid (17-beta) dehydrogenase 10	450078
ENSDARG00000024654	pgm3	phosphoglucomutase 3	474321
ENSDARG00000021112	c1d	C1D nuclear receptor corepressor	474329
ENSDARG00000044874	zgc:92107	zgc:92107	492329
ENSDARG00000070801	opa1	optic atrophy 1 (autosomal dominant)	492332
ENSDARG00000037865	cln3	ceroid-lipofuscinosis, neuronal 3	492340
ENSDARG00000026941	fbxl4	F-box and leucine-rich repeat protein 4	492349
ENSDARG00000100083	sgut1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone	492489
ENSDARG00000011122	pptc7a	PTC7 protein phosphatase homolog a	492506
ENSDARG00000033451	fam173b	family with sequence similarity 173, member B	492519
ENSDARG00000040453	wdfy2	WD repeat and FYVE domain containing 2	492636
ENSDARG00000035859	angptl4	angiopoietin-like 4	492647
ENSDARG00000057218	tbc1d15	TBC1 domain family, member 15	492676
ENSDARG00000052522	snx11	sorting nexin 11	492678
ENSDARG00000077883	fam83d	family with sequence similarity 83, member D	492689
ENSDARG00000004325	casp9	caspase 9, apoptosis-related cysteine peptidase	492763
ENSDARG00000057983	svopl	SVOP-like	492766
ENSDARG00000010738	zgc:101716	zgc:101716	492784
ENSDARG00000037410	med28	mediator complex subunit 28	493610
ENSDARG00000040046	snai2	snail family zinc finger 2	494038
ENSDARG00000015224	cd2ap	CD2-associated protein	494040
ENSDARG00000099273	zgc:103508	zgc:103508	494062
ENSDARG00000051889	dhodh	dihydroorotate dehydrogenase	494065
ENSDARG00000039666	tsta3	tissue specific transplantation antigen P35B	494077
ENSDARG00000073848	arhgef7b	Rho guanine nucleotide exchange factor (GEF) 7b	494081
ENSDARG00000042827	adoa	2-aminoethanethiol (cysteamine) dioxygenase a	494091
ENSDARG00000021324	nsun4	NOL1/NOP2/Sun domain family, member 4	494106
ENSDARG00000104353	nop58	NOP58 ribonucleoprotein homolog (yeast)	494152
ENSDARG00000018485	cyp2v1	cytochrome P450, family 2, subfamily V, polypeptide 1	494153
ENSDARG00000021509	tab2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	494163
ENSDARG00000100729	tln1	talin 1	494453
ENSDARG00000038577	cox6c	cytochrome c oxidase subunit VIc	494577
ENSDARG00000057272	slc30a9	solute carrier family 30 (zinc transporter), member 9	497184
ENSDARG00000103370	lrrc8da	leucine rich repeat containing 8 family, member Da	497399
ENSDARG00000030449	crabp2b	cellular retinoic acid binding protein 2, b	503502
ENSDARG00000055524	rnf7	ring finger protein 7	503534
ENSDARG00000020979	fam65c	family with sequence similarity 65, member C	503535
ENSDARG00000025549	ndufaf1	NADH dehydrogenase (ubiquinone) complex I, assembly factor 1	503714
ENSDARG00000017014	ywhae2	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide 2	503763
ENSDARG00000070780	rln3a	relaxin 3a	503864
ENSDARG00000053113	ly75	lymphocyte antigen 75	504036
ENSDARG00000023110	mapk7	mitogen-activated protein kinase 7	541323
ENSDARG00000039346	ndufa5	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5	541328
ENSDARG00000071203	sptssa	serine palmitoyltransferase, small subunit A	541337
ENSDARG00000104771	timm44	translocase of inner mitochondrial membrane 44 homolog (yeast)	541380
ENSDARG00000102115	ndufc2	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2	541390
ENSDARG00000032049	enah	enabled homolog (Drosophila)	541394
ENSDARG00000070358	smim12	small integral membrane protein 12	541401
ENSDARG00000036070	znrd1	zinc ribbon domain containing 1	541428
ENSDARG00000052124	accs	1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)	541510
ENSDARG00000020642	gtdc1	glycosyltransferase-like domain containing 1	550132
ENSDARG00000104071	zgc:110091	zgc:110091	550239
ENSDARG00000100060	exosc7	exosome component 7	550247
ENSDARG00000020488	arhgap17a	Rho GTPase activating protein 17a	550254
ENSDARG00000102887	abhd4	abhydrolase domain containing 4	550276
ENSDARG00000036063	ppp1r11	protein phosphatase 1, regulatory (inhibitor) subunit 11	550290
ENSDARG00000019791	prmt3	protein arginine methyltransferase 3	550348
ENSDARG00000017910	pdss1	prenyl (decaprenyl) diphosphate synthase, subunit 1	550349
ENSDARG00000014963	triap1	TP53 regulated inhibitor of apoptosis 1	550367
ENSDARG00000042866	cx35.4	connexin 35.4	550380
ENSDARG00000038768	mrpl12	mitochondrial ribosomal protein L12	550391
ENSDARG00000070623	med10	mediator complex subunit 10	550394
ENSDARG00000045416	mppe1	metallophosphoesterase 1	550396
ENSDARG00000043587	srd5a2a	steroid-5-alpha-reductase, alpha polypeptide 2a	550398
ENSDARG00000024124	sde2	SDE2 telomere maintenance homolog (S. pombe)	550448
ENSDARG00000007065	mrps18b	mitochondrial ribosomal protein S18B	550455
ENSDARG00000099640	eed	embryonic ectoderm development	550463
ENSDARG00000015425	slc24a4a	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4a	550467
ENSDARG00000088439	gm2a	GM2 ganglioside activator	550529
ENSDARG00000030441	ppa1b	pyrophosphatase (inorganic) 1b	550531
ENSDARG00000012274	eif4e1c	eukaryotic translation initiation factor 4E family member 1c	550549
ENSDARG00000025106	ppp3cb	protein phosphatase 3, catalytic subunit, beta isozyme	550554
ENSDARG00000057973	dph1	diphthamide biosynthesis 1	550559
ENSDARG00000019845	pdlim1	PDZ and LIM domain 1 (elfin)	550568
ENSDARG00000087196	fibinb	fin bud initiation factor b	550571
ENSDARG00000038271	zgc:113293	zgc:113293	550593
ENSDARG00000003751	lats1	large tumor suppressor kinase 1	553164
ENSDARG00000021398	mul1a	mitochondrial E3 ubiquitin protein ligase 1a	553180
ENSDARG00000052390	tmed8	transmembrane p24 trafficking protein 8	553196
ENSDARG00000054746	uggt1	UDP-glucose glycoprotein glucosyltransferase 1	553288
ENSDARG00000010978	trmt1	tRNA methyltransferase 1	553298
ENSDARG00000041493	ipo4	importin 4	553305
ENSDARG00000099966	polr2a	polymerase (RNA) II (DNA directed) polypeptide A	553347
ENSDARG00000105083	chd5	chromodomain helicase DNA binding protein 5	553422
ENSDARG00000070545	top1l	topoisomerase (DNA) I, like	553496
ENSDARG00000040326	dhx29	DEAH (Asp-Glu-Ala-His) box polypeptide 29	553505
ENSDARG00000077301	mlf1	myeloid leukemia factor 1	553527
ENSDARG00000029747	mep1a.1	meprin A, alpha (PABA peptide hydrolase), tandem duplicate 1	553530
ENSDARG00000037965	srrm2	serine/arginine repetitive matrix 2	553531
ENSDARG00000057105	nle1	notchless homolog 1 (Drosophila)	553606
ENSDARG00000059075	nip7	NIP7, nucleolar pre-rRNA processing protein	553616
ENSDARG00000003205	ngly1	N-glycanase 1	553627
ENSDARG00000101323	trnau1apa	tRNA selenocysteine 1 associated protein 1a	553636
ENSDARG00000044692	eri1	exoribonuclease 1	553641
ENSDARG00000008068	tma16	translation machinery associated 16 homolog	553647
ENSDARG00000025212	cpsf3l	cleavage and polyadenylation specific factor 3-like	553648
ENSDARG00000005651	hrasb	-Ha-ras Harvey rat sarcoma viral oncogene homolog b	553656
ENSDARG00000093406	zgc:111986	zgc:111986	553664
ENSDARG00000020976	ubald1b	UBA-like domain containing 1b	553697
ENSDARG00000053155	alg3	asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)	553725
ENSDARG00000006434	polr1e	polymerase (RNA) I polypeptide E	553733
ENSDARG00000078315	zgc:110063	zgc:110063	553772
ENSDARG00000071878	trmt112	tRNA methyltransferase 11-2 homolog (S. cerevisiae)	553790
ENSDARG00000036903	irak1bp1	interleukin-1 receptor-associated kinase 1 binding protein 1	553809
ENSDARG00000089767	rnf130	ring finger protein 130	553950
ENSDARG00000056029	cyp26c1	cytochrome P450, family 26, subfamily C, polypeptide 1	554036
ENSDARG00000045565	noc4l	nucleolar complex associated 4 homolog	554096
ENSDARG00000057805	mrpl28	mitochondrial ribosomal protein L28	554098
ENSDARG00000035146	polr2j	polymerase (RNA) II (DNA directed) polypeptide J	554099
ENSDARG00000098304	taok1b	TAO kinase 1b	554108
ENSDARG00000013613	anxa13l	annexin A13, like	554118
ENSDARG00000021984	ndufa2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2	554125
ENSDARG00000034957	hddc2	HD domain containing 2	554129
ENSDARG00000038397	rpap2	RNA polymerase II associated protein 2	554138
ENSDARG00000056338	szrd1	SUZ RNA binding domain containing 1	554231
ENSDARG00000025600	or102-5	odorant receptor, family C, subfamily 102, member 5	554781
ENSDARG00000068708	ifrd1	interferon-related developmental regulator 1	555178
ENSDARG00000005453	foxp2	forkhead box P2	555242
ENSDARG00000043877	mmachc	methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria	555267
ENSDARG00000061757	rabgap1l	RAB GTPase activating protein 1-like	555272
ENSDARG00000036179	myo1ea	myosin IE, a	555285
ENSDARG00000062278	si:dkey-202e17.1	si:dkey-202e17.1	555344
ENSDARG00000007737	zyg11	zyg-11 homolog (C. elegans)	555349
ENSDARG00000071361	si:ch211-197g15.10	si:ch211-197g15.10	555357
ENSDARG00000005595	adgb	androglobin	555435
ENSDARG00000069045	chtf8	CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae)	555570
ENSDARG00000013528	mcm9	minichromosome maintenance 9 homologous recombination repair factor	555610
ENSDARG00000053877	cpdb	carboxypeptidase D, b	555848
ENSDARG00000099143	fnta	farnesyltransferase, CAAX box, alpha	555882
ENSDARG00000061177	mov10b.1	Moloney leukemia virus 10b, tandem duplicate 1	556024
ENSDARG00000076317	plod3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	556077
ENSDARG00000098317	dync1li1	dynein, cytoplasmic 1, light intermediate chain 1	556103
ENSDARG00000092123	si:dkey-20d21.12	si:dkey-20d21.12	556245
ENSDARG00000059475	camsap3	calmodulin regulated spectrin-associated protein family, member 3	556256
ENSDARG00000075129	mrps11	mitochondrial ribosomal protein S11	556272
ENSDARG00000061204	ddx20	DEAD (Asp-Glu-Ala-Asp) box polypeptide 20	556273
ENSDARG00000096651	LOC556363	protein GPR108	556363
ENSDARG00000088087	kdm6ba	lysine (K)-specific demethylase 6B, a	556678
ENSDARG00000077299	yars2	tyrosyl-tRNA synthetase 2, mitochondrial	556702
ENSDARG00000045525	tmcc3	transmembrane and coiled-coil domain family 3	556763
ENSDARG00000032117	ddx1	DEAD (Asp-Glu-Ala-Asp) box helicase 1	556790
ENSDARG00000017901	tln2a	talin 2a	556842
ENSDARG00000067630	zgc:154075	zgc:154075	556929
ENSDARG00000058946	LOC556989	myosin-IIIb	556989
ENSDARG00000063218	ppm1la	protein phosphatase, Mg2+/Mn2+ dependent, 1La	556994
ENSDARG00000068344	mmab	methylmalonic aciduria (cobalamin deficiency) cblB type	557077
ENSDARG00000007179	sash1a	SAM and SH3 domain containing 1a	557132
ENSDARG00000054374	alg13	ALG13, UDP-N-acetylglucosaminyltransferase subunit	557181
ENSDARG00000099579	aldh18a1	aldehyde dehydrogenase 18 family, member A1	557186
ENSDARG00000100968	si:ch211-1a19.3	si:ch211-1a19.3	557223
ENSDARG00000016080	nob1	NIN1/RPN12 binding protein 1 homolog (S. cerevisiae)	557254
ENSDARG00000077533	eif3f	eukaryotic translation initiation factor 3, subunit F	557270
ENSDARG00000055339	si:ch73-1a9.4	si:ch73-1a9.4	557349
ENSDARG00000079276	ube2ql1	ubiquitin-conjugating enzyme E2Q family-like 1	557472
ENSDARG00000029100	chchd1	coiled-coil-helix-coiled-coil-helix domain containing 1	557606
ENSDARG00000022891	zgc:175214	zgc:175214	557610
ENSDARG00000059308	golt1bb	golgi transport 1Bb	557646
ENSDARG00000056259	tmem131	transmembrane protein 131	557719
ENSDARG00000076939	znf451	zinc finger protein 451	557758
ENSDARG00000077403	col8a1a	collagen, type VIII, alpha 1a	557795
ENSDARG00000079584	zgc:194930	zgc:194930	557813
ENSDARG00000014041	smarcad1a	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1 a	557875
ENSDARG00000003592	surf1	surfeit 1	557970
ENSDARG00000079198	usp13	ubiquitin specific peptidase 13 (isopeptidase T-3)	558011
ENSDARG00000015422	ppil1	peptidylprolyl isomerase (cyclophilin)-like 1	558042
ENSDARG00000034943	LOC558202	transmembrane 9 superfamily member 2-like	558202
ENSDARG00000095774	emd	emerin (Emery-Dreifuss muscular dystrophy)	558212
ENSDARG00000063182	rc3h1b	ring finger and CCCH-type domains 1b	558213
ENSDARG00000073756	slc12a7a	solute carrier family 12 (potassium/chloride transporter), member 7a	558214
ENSDARG00000016532	suco	SUN domain containing ossification factor	558218
ENSDARG00000073764	si:ch211-113j14.1	si:ch211-113j14.1	558239
ENSDARG00000006683	arhgef6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	558288
ENSDARG00000078041	xpo1a	exportin 1 (CRM1 homolog, yeast) a	558395
ENSDARG00000013009	ubiad1	UbiA prenyltransferase domain containing 1	558410
ENSDARG00000044083	peli1b	pellino E3 ubiquitin protein ligase 1b	558420
ENSDARG00000061214	lipin2	lipin 2	558422
ENSDARG00000070098	lcorl	ligand dependent nuclear receptor corepressor-like	558430
ENSDARG00000061796	rasgrp4	RAS guanyl releasing protein 4	558453
ENSDARG00000078125	rusc1	RUN and SH3 domain containing 1	558727
ENSDARG00000076533	nfe2l1b	nuclear factor, erythroid 2-like 1b	558772
ENSDARG00000036412	si:ch211-81a5.5	si:ch211-81a5.5	558774
ENSDARG00000016630	tprb	translocated promoter region b, nuclear basket protein	558883
ENSDARG00000075795	nol7	nucleolar protein 7	558911
ENSDARG00000061993	wdr74	WD repeat domain 74	558996
ENSDARG00000087657	fasn	fatty acid synthase	559001
ENSDARG00000078500	dap3	death associated protein 3	559007
ENSDARG00000079900	shroom4	shroom family member 4	559035
ENSDARG00000070658	zbtb12.2	zinc finger and BTB domain containing 12, tandem duplicate 2	559081
ENSDARG00000060094	ptgis	prostaglandin I2 (prostacyclin) synthase	559148
ENSDARG00000030022	nup188	nucleoporin 188	559225
ENSDARG00000079020	gcfc2	GC-rich sequence DNA-binding factor 2	559280
ENSDARG00000044102	znf593	zinc finger protein 593	559352
ENSDARG00000073696	frmd8	FERM domain containing 8	559410
ENSDARG00000087893	rnf216	ring finger protein 216	559441
ENSDARG00000078113	atp5ia	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit Ea	559659
ENSDARG00000060109	aggf1	angiogenic factor with G patch and FHA domains 1	559905
ENSDARG00000060415	arhgef28	Rho guanine nucleotide exchange factor (GEF) 28	559941
ENSDARG00000036147	ano5b	anoctamin 5b	560102
ENSDARG00000057890	si:dkey-33c12.4	si:dkey-33c12.4	560112
ENSDARG00000062651	zc3hc1	zinc finger, C3HC-type containing 1	560141
ENSDARG00000069014	nphp4	nephronophthisis 4	560234
ENSDARG00000078748	si:ch211-137a8.4	si:ch211-137a8.4	560240
ENSDARG00000063661	nuak2	NUAK family, SNF1-like kinase, 2	560275
ENSDARG00000017199	elp2	elongator acetyltransferase complex subunit 2	560338
ENSDARG00000101010	hpdl	4-hydroxyphenylpyruvate dioxygenase-like	560428
ENSDARG00000079687	rnf10	ring finger protein 10	560444
ENSDARG00000070568	atad5a	ATPase family, AAA domain containing 5a	560591
ENSDARG00000099518	si:ch211-119e14.1	si:ch211-119e14.1	560599
ENSDARG00000043307	srd5a3	steroid 5 alpha-reductase 3	560717
ENSDARG00000009023	ankrd28b	ankyrin repeat domain 28b	560747
ENSDARG00000040988	tpi1b	triosephosphate isomerase 1b	560753
ENSDARG00000060695	znf346	zinc finger protein 346	560756
ENSDARG00000075048	lonrf1	LON peptidase N-terminal domain and ring finger 1	560773
ENSDARG00000079312	kmt2ca	lysine (K)-specific methyltransferase 2Ca	560793
ENSDARG00000103699	ptpn13	protein tyrosine phosphatase, non-receptor type 13	560883
ENSDARG00000076239	si:ch211-74f19.2	si:ch211-74f19.2	560941
ENSDARG00000077410	NA	myosin IXb	560956
ENSDARG00000056725	hmgb3a	high mobility group box 3a	561025
ENSDARG00000056873	and3	actinodin3	561047
ENSDARG00000011466	lace1a	lactation elevated 1a	561238
ENSDARG00000058821	sema5a	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A	561295
ENSDARG00000068759	si:ch211-244o22.2	si:ch211-244o22.2	561487
ENSDARG00000037555	atoh8	atonal bHLH transcription factor 8	561606
ENSDARG00000103195	dync1i2b	dynein, cytoplasmic 1, intermediate chain 2b	561612
ENSDARG00000035986	ptpn2b	protein tyrosine phosphatase, non-receptor type 2, b	561613
ENSDARG00000044808	slc4a4b	solute carrier family 4 (sodium bicarbonate cotransporter), member 4b	561618
ENSDARG00000079122	tmx2a	thioredoxin-related transmembrane protein 2a	561718
ENSDARG00000092920	si:ch211-106h4.12	si:ch211-106h4.12	561742
ENSDARG00000045159	zdhhc4	zinc finger, DHHC-type containing 4	561817
ENSDARG00000075007	chst2a	carbohydrate (N-acetylglucosamine-6-O) sulfotransferase 2a	561896
ENSDARG00000010785	thbs1b	thrombospondin 1b	561901
ENSDARG00000044436	rps6ka4	ribosomal protein S6 kinase, polypeptide 4	561959
ENSDARG00000060494	eprs	glutamyl-prolyl-tRNA synthetase	562037
ENSDARG00000105669	si:dkey-10f23.2	si:dkey-10f23.2	562071
ENSDARG00000089230	si:ch211-253b8.2	si:ch211-253b8.2	562114
ENSDARG00000100419	ints1	integrator complex subunit 1	562131
ENSDARG00000079905	mark2a	MAP/microtubule affinity-regulating kinase 2a	562231
ENSDARG00000062915	polr3b	polymerase (RNA) III (DNA directed) polypeptide B	562329
ENSDARG00000089303	wu:fa25f02	wu:fa25f02	562425
ENSDARG00000057286	swap70b	SWAP switching B-cell complex 70b subunit 70b	562490
ENSDARG00000060917	anln	anillin, actin binding protein	562517
ENSDARG00000041708	csrp2bp	csrp2 binding protein	562636
ENSDARG00000070006	rcn1	reticulocalbin 1, EF-hand calcium binding domain	562671
ENSDARG00000062209	mrps5	mitochondrial ribosomal protein S5	562703
ENSDARG00000033760	pmelb	premelanosome protein b	562810
ENSDARG00000058984	rad23ab	RAD23 homolog A, nucleotide excision repair protein b	562839
ENSDARG00000061981	lap3	leucine aminopeptidase 3	562854
ENSDARG00000002994	itpkca	inositol-trisphosphate 3-kinase Ca	562919
ENSDARG00000079818	helq	helicase, POLQ-like	562952
ENSDARG00000069313	oxa1l	oxidase (cytochrome c) assembly 1-like	562963
ENSDARG00000055648	cpda	carboxypeptidase D, a	563008
ENSDARG00000052429	syngr2a	synaptogyrin 2a	563028
ENSDARG00000071014	s100u	S100 calcium binding protein U	563060
ENSDARG00000001729	strn3	striatin, calmodulin binding protein 3	563124
ENSDARG00000063573	vps41	vacuolar protein sorting 41 homolog (S. cerevisiae)	563215
ENSDARG00000095705	si:ch211-239e6.4	si:ch211-239e6.4	563220
ENSDARG00000074624	si:ch211-198a12.6	si:ch211-198a12.6	563253
ENSDARG00000104726	si:ch211-162e15.3	si:ch211-162e15.3	563358
ENSDARG00000031228	podxl	podocalyxin-like	563365
ENSDARG00000077864	rasgrp3	RAS guanyl releasing protein 3 (calcium and DAG-regulated)	563441
ENSDARG00000071026	mllt11	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11	563531
ENSDARG00000034227	si:dkey-243i1.1	si:dkey-243i1.1	563653
ENSDARG00000032087	sgsh	N-sulfoglucosamine sulfohydrolase (sulfamidase)	563849
ENSDARG00000071562	mtus1a	microtubule associated tumor suppressor 1a	563853
ENSDARG00000055786	LOC563933	serine protease 23-like	563933
ENSDARG00000042428	gstt1a	glutathione S-transferase theta 1a	563972
ENSDARG00000028431	adnp2b	ADNP homeobox 2b	564171
ENSDARG00000077822	si:dkey-6i22.5	si:dkey-6i22.5	564240
ENSDARG00000095090	tspan37	tetraspanin 37	564334
ENSDARG00000062330	si:ch211-233a24.2	si:ch211-233a24.2	564367
ENSDARG00000002877	reps1	RALBP1 associated Eps domain containing 1	564535
ENSDARG00000062109	shdb	Src homology 2 domain containing transforming protein D, b	564537
ENSDARG00000034685	tmem198b	transmembrane protein 198b	564608
ENSDARG00000078929	abhd16a	abhydrolase domain containing 16A	564613
ENSDARG00000103422	usp10	ubiquitin specific peptidase 10	564632
ENSDARG00000061688	arvcfb	armadillo repeat gene deleted in velocardiofacial syndrome b	564669
ENSDARG00000068438	gucd1	guanylyl cyclase domain containing 1	564677
ENSDARG00000043402	zgc:171480	zgc:171480	564733
ENSDARG00000060383	mmaa	methylmalonic aciduria (cobalamin deficiency) cblA type	564760
ENSDARG00000103046	rest	RE1-silencing transcription factor	564772
ENSDARG00000006812	wdr26b	WD repeat domain 26b	564794
ENSDARG00000073716	cpxm1a	carboxypeptidase X (M14 family), member 1a	564830
ENSDARG00000095538	senp3a	SUMO1/sentrin/SMT3 specific peptidase 3a	564950
ENSDARG00000057648	dnttip2	deoxynucleotidyltransferase, terminal, interacting protein 2	564961
