userid	genesymbol	genename	entrezgene
ENSDARG00000100060	exosc7	exosome component 7	550247
ENSDARG00000020488	arhgap17a	Rho GTPase activating protein 17a	550254
ENSDARG00000102887	abhd4	abhydrolase domain containing 4	550276
ENSDARG00000079271	dcxr	dicarbonyl/L-xylulose reductase	550282
ENSDARG00000036063	ppp1r11	protein phosphatase 1, regulatory (inhibitor) subunit 11	550290
ENSDARG00000019791	prmt3	protein arginine methyltransferase 3	550348
ENSDARG00000017910	pdss1	prenyl (decaprenyl) diphosphate synthase, subunit 1	550349
ENSDARG00000020618	zgc:112056	zgc:112056	550355
ENSDARG00000042866	cx35.4	connexin 35.4	550380
ENSDARG00000038768	mrpl12	mitochondrial ribosomal protein L12	550391
ENSDARG00000043587	srd5a2a	steroid-5-alpha-reductase, alpha polypeptide 2a	550398
ENSDARG00000099640	eed	embryonic ectoderm development	550463
ENSDARG00000103672	cirbpa	cold inducible RNA binding protein a	550495
ENSDARG00000039350	ssbp1	single-stranded DNA binding protein 1	550504
ENSDARG00000088439	gm2a	GM2 ganglioside activator	550529
ENSDARG00000030441	ppa1b	pyrophosphatase (inorganic) 1b	550531
ENSDARG00000012274	eif4e1c	eukaryotic translation initiation factor 4E family member 1c	550549
ENSDARG00000019845	pdlim1	PDZ and LIM domain 1 (elfin)	550568
ENSDARG00000087779	im:7148292	im:7148292	553068
ENSDARG00000040713	rbbp9	retinoblastoma binding protein 9	553083
ENSDARG00000003751	lats1	large tumor suppressor kinase 1	553164
ENSDARG00000037955	pih1d1	PIH1 domain containing 1	553260
ENSDARG00000054746	uggt1	UDP-glucose glycoprotein glucosyltransferase 1	553288
ENSDARG00000041493	ipo4	importin 4	553305
ENSDARG00000043247	gtf3c3	general transcription factor IIIC, polypeptide 3	553318
ENSDARG00000099966	polr2a	polymerase (RNA) II (DNA directed) polypeptide A	553347
ENSDARG00000105083	chd5	chromodomain helicase DNA binding protein 5	553422
ENSDARG00000070545	top1l	topoisomerase (DNA) I, like	553496
ENSDARG00000040326	dhx29	DEAH (Asp-Glu-Ala-His) box polypeptide 29	553505
ENSDARG00000077301	mlf1	myeloid leukemia factor 1	553527
ENSDARG00000056605	wbp2	WW domain binding protein 2	553565
ENSDARG00000044692	eri1	exoribonuclease 1	553641
ENSDARG00000006290	ndufs5	NADH dehydrogenase (ubiquinone) Fe-S protein 5	553660
ENSDARG00000093406	zgc:111986	zgc:111986	553664
ENSDARG00000058246	cysltr1	cysteinyl leukotriene receptor 1	553675
ENSDARG00000006434	polr1e	polymerase (RNA) I polypeptide E	553733
ENSDARG00000036903	irak1bp1	interleukin-1 receptor-associated kinase 1 binding protein 1	553809
ENSDARG00000026985	lims1	LIM and senescent cell antigen-like domains 1	554019
ENSDARG00000045565	noc4l	nucleolar complex associated 4 homolog	554096
ENSDARG00000088383	cox5aa	cytochrome c oxidase subunit Vaa	554101
ENSDARG00000070083	atp5b	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide	554135
ENSDARG00000056338	szrd1	SUZ RNA binding domain containing 1	554231
ENSDARG00000076754	slc9a7	solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7	554532
ENSDARG00000068708	ifrd1	interferon-related developmental regulator 1	555178
ENSDARG00000061757	rabgap1l	RAB GTPase activating protein 1-like	555272
ENSDARG00000007737	zyg11	zyg-11 homolog (C. elegans)	555349
ENSDARG00000071361	si:ch211-197g15.10	si:ch211-197g15.10	555357
ENSDARG00000104105	ttf2	transcription termination factor, RNA polymerase II	555382
ENSDARG00000069045	chtf8	CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae)	555570
ENSDARG00000006332	snx14	sorting nexin 14	555970
ENSDARG00000061177	mov10b.1	Moloney leukemia virus 10b, tandem duplicate 1	556024
ENSDARG00000033184	prkar2aa	protein kinase, cAMP-dependent, regulatory, type II, alpha A	556042
ENSDARG00000098317	dync1li1	dynein, cytoplasmic 1, light intermediate chain 1	556103
ENSDARG00000092123	si:dkey-20d21.12	si:dkey-20d21.12	556245
ENSDARG00000059475	camsap3	calmodulin regulated spectrin-associated protein family, member 3	556256
ENSDARG00000011615	mybpc3	myosin binding protein C, cardiac	556489
ENSDARG00000099675	kdm4b	lysine (K)-specific demethylase 4B	556504
ENSDARG00000097528	si:dkey-7j14.5	si:dkey-7j14.5	556563
ENSDARG00000088087	kdm6ba	lysine (K)-specific demethylase 6B, a	556678
ENSDARG00000045525	tmcc3	transmembrane and coiled-coil domain family 3	556763
ENSDARG00000067630	zgc:154075	zgc:154075	556929
ENSDARG00000058946	LOC556989	myosin-IIIb	556989
ENSDARG00000063218	ppm1la	protein phosphatase, Mg2+/Mn2+ dependent, 1La	556994
ENSDARG00000007179	sash1a	SAM and SH3 domain containing 1a	557132
ENSDARG00000005374	tubgcp4	tubulin, gamma complex associated protein 4	557155
ENSDARG00000099579	aldh18a1	aldehyde dehydrogenase 18 family, member A1	557186
ENSDARG00000100968	si:ch211-1a19.3	si:ch211-1a19.3	557223
ENSDARG00000104118	antxr2a	anthrax toxin receptor 2a	557239
ENSDARG00000077533	eif3f	eukaryotic translation initiation factor 3, subunit F	557270
ENSDARG00000055339	si:ch73-1a9.4	si:ch73-1a9.4	557349
ENSDARG00000079276	ube2ql1	ubiquitin-conjugating enzyme E2Q family-like 1	557472
ENSDARG00000029100	chchd1	coiled-coil-helix-coiled-coil-helix domain containing 1	557606
ENSDARG00000022891	zgc:175214	zgc:175214	557610
ENSDARG00000059308	golt1bb	golgi transport 1Bb	557646
ENSDARG00000056259	tmem131	transmembrane protein 131	557719
ENSDARG00000076939	znf451	zinc finger protein 451	557758
ENSDARG00000077403	col8a1a	collagen, type VIII, alpha 1a	557795
ENSDARG00000061895	usp32	ubiquitin specific peptidase 32	557981
ENSDARG00000079198	usp13	ubiquitin specific peptidase 13 (isopeptidase T-3)	558011
ENSDARG00000015422	ppil1	peptidylprolyl isomerase (cyclophilin)-like 1	558042
ENSDARG00000040001	fryl	furry homolog, like	558173
ENSDARG00000034943	LOC558202	transmembrane 9 superfamily member 2-like	558202
ENSDARG00000063182	rc3h1b	ring finger and CCCH-type domains 1b	558213
ENSDARG00000073756	slc12a7a	solute carrier family 12 (potassium/chloride transporter), member 7a	558214
ENSDARG00000016532	suco	SUN domain containing ossification factor	558218
ENSDARG00000006683	arhgef6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	558288
ENSDARG00000044092	atpif1b	ATPase inhibitory factor 1b	558368
ENSDARG00000078041	xpo1a	exportin 1 (CRM1 homolog, yeast) a	558395
ENSDARG00000013009	ubiad1	UbiA prenyltransferase domain containing 1	558410
ENSDARG00000044083	peli1b	pellino E3 ubiquitin protein ligase 1b	558420
ENSDARG00000060679	kdm1a	lysine (K)-specific demethylase 1a	558450
ENSDARG00000061796	rasgrp4	RAS guanyl releasing protein 4	558453
ENSDARG00000073841	herc2	HECT and RLD domain containing E3 ubiquitin protein ligase 2	558479
ENSDARG00000078125	rusc1	RUN and SH3 domain containing 1	558727
ENSDARG00000076533	nfe2l1b	nuclear factor, erythroid 2-like 1b	558772
ENSDARG00000102081	mprip	myosin phosphatase Rho interacting protein	558831
ENSDARG00000016630	tprb	translocated promoter region b, nuclear basket protein	558883
ENSDARG00000061048	ranbp9	RAN binding protein 9	558976
ENSDARG00000061993	wdr74	WD repeat domain 74	558996
ENSDARG00000087657	fasn	fatty acid synthase	559001
ENSDARG00000063726	NA	NA	559027
ENSDARG00000079900	shroom4	shroom family member 4	559035
ENSDARG00000093584	zgc:193505	zgc:193505	559113
ENSDARG00000030022	nup188	nucleoporin 188	559225
ENSDARG00000079020	gcfc2	GC-rich sequence DNA-binding factor 2	559280
ENSDARG00000044102	znf593	zinc finger protein 593	559352
ENSDARG00000073696	frmd8	FERM domain containing 8	559410
ENSDARG00000094010	swt1	SWT1 RNA endoribonuclease homolog	559432
ENSDARG00000087893	rnf216	ring finger protein 216	559441
ENSDARG00000078113	atp5ia	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit Ea	559659
ENSDARG00000074367	usp12b	ubiquitin specific peptidase 12b	559878
ENSDARG00000070698	kbtbd8	kelch repeat and BTB (POZ) domain containing 8	559966
ENSDARG00000061713	tpd52	tumor protein D52	559992
ENSDARG00000036147	ano5b	anoctamin 5b	560102
ENSDARG00000057890	si:dkey-33c12.4	si:dkey-33c12.4	560112
ENSDARG00000062651	zc3hc1	zinc finger, C3HC-type containing 1	560141
ENSDARG00000078748	si:ch211-137a8.4	si:ch211-137a8.4	560240
ENSDARG00000003776	pip4k2aa	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha a	560360
ENSDARG00000101010	hpdl	4-hydroxyphenylpyruvate dioxygenase-like	560428
ENSDARG00000079687	rnf10	ring finger protein 10	560444
ENSDARG00000099518	si:ch211-119e14.1	si:ch211-119e14.1	560599
ENSDARG00000009023	ankrd28b	ankyrin repeat domain 28b	560747
ENSDARG00000040988	tpi1b	triosephosphate isomerase 1b	560753
ENSDARG00000060695	znf346	zinc finger protein 346	560756
ENSDARG00000075048	lonrf1	LON peptidase N-terminal domain and ring finger 1	560773
ENSDARG00000079312	kmt2ca	lysine (K)-specific methyltransferase 2Ca	560793
ENSDARG00000062962	kmt2ba	lysine (K)-specific methyltransferase 2Ba	560856
ENSDARG00000103699	ptpn13	protein tyrosine phosphatase, non-receptor type 13	560883
ENSDARG00000076239	si:ch211-74f19.2	si:ch211-74f19.2	560941
ENSDARG00000101733	fam168b	family with sequence similarity 168, member B	561051
ENSDARG00000074502	zmiz1a	zinc finger, MIZ-type containing 1a	561061
ENSDARG00000011466	lace1a	lactation elevated 1a	561238
ENSDARG00000036893	f13a1b	coagulation factor XIII, A1 polypeptide b	561287
ENSDARG00000068759	si:ch211-244o22.2	si:ch211-244o22.2	561487
ENSDARG00000037555	atoh8	atonal bHLH transcription factor 8	561606
ENSDARG00000035986	ptpn2b	protein tyrosine phosphatase, non-receptor type 2, b	561613
ENSDARG00000101080	pwwp2b	PWWP domain containing 2B	561643
ENSDARG00000034616	mlf2	myeloid leukemia factor 2	561675
ENSDARG00000100867	rictora	RPTOR independent companion of MTOR, complex 2 a	561703
ENSDARG00000092920	si:ch211-106h4.12	si:ch211-106h4.12	561742
ENSDARG00000068763	plcg2	phospholipase C, gamma 2	561747
ENSDARG00000045159	zdhhc4	zinc finger, DHHC-type containing 4	561817
ENSDARG00000075007	chst2a	carbohydrate (N-acetylglucosamine-6-O) sulfotransferase 2a	561896
ENSDARG00000060215	cep85	centrosomal protein 85	561994
ENSDARG00000070266	spock3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3	562002
ENSDARG00000077248	zgc:171459	zgc:171459	562056
ENSDARG00000105669	si:dkey-10f23.2	si:dkey-10f23.2	562071
ENSDARG00000100419	ints1	integrator complex subunit 1	562131
ENSDARG00000079905	mark2a	MAP/microtubule affinity-regulating kinase 2a	562231
ENSDARG00000089303	wu:fa25f02	wu:fa25f02	562425
ENSDARG00000030532	arhgef12a	Rho guanine nucleotide exchange factor (GEF) 12a	562455
ENSDARG00000057286	swap70b	SWAP switching B-cell complex 70b subunit 70b	562490
ENSDARG00000099814	si:dkey-114g7.4	si:dkey-114g7.4	562515
ENSDARG00000078458	ppp1r37	protein phosphatase 1, regulatory subunit 37	562516
ENSDARG00000060917	anln	anillin, actin binding protein	562517
ENSDARG00000041708	csrp2bp	csrp2 binding protein	562636
ENSDARG00000044056	ahi1	Abelson helper integration site 1	562701
ENSDARG00000058984	rad23ab	RAD23 homolog A, nucleotide excision repair protein b	562839
ENSDARG00000061981	lap3	leucine aminopeptidase 3	562854
ENSDARG00000025902	plekhg5a	pleckstrin homology domain containing, family G (with RhoGef domain) member 5a	562861
ENSDARG00000052429	syngr2a	synaptogyrin 2a	563028
ENSDARG00000071014	s100u	S100 calcium binding protein U	563060
ENSDARG00000079716	sin3aa	SIN3 transcription regulator family member Aa	563090
ENSDARG00000095705	si:ch211-239e6.4	si:ch211-239e6.4	563220
ENSDARG00000074624	si:ch211-198a12.6	si:ch211-198a12.6	563253
ENSDARG00000031228	podxl	podocalyxin-like	563365
ENSDARG00000004866	fam63a	family with sequence similarity 63, member A	563470
ENSDARG00000061841	tiparp	TCDD-inducible poly(ADP-ribose) polymerase	563506
ENSDARG00000071026	mllt11	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11	563531
ENSDARG00000032087	sgsh	N-sulfoglucosamine sulfohydrolase (sulfamidase)	563849
ENSDARG00000062154	dip2ca	disco-interacting protein 2 homolog Ca	563890
ENSDARG00000055786	LOC563933	serine protease 23-like	563933
ENSDARG00000042428	gstt1a	glutathione S-transferase theta 1a	563972
ENSDARG00000077822	si:dkey-6i22.5	si:dkey-6i22.5	564240
ENSDARG00000075347	chfr	checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase	564271
ENSDARG00000095090	tspan37	tetraspanin 37	564334
ENSDARG00000100524	abca3b	ATP-binding cassette, sub-family A (ABC1), member 3b	564344
ENSDARG00000062330	si:ch211-233a24.2	si:ch211-233a24.2	564367
ENSDARG00000006666	si:dkeyp-69c1.6	si:dkeyp-69c1.6	564510
ENSDARG00000062109	shdb	Src homology 2 domain containing transforming protein D, b	564537
ENSDARG00000104936	si:ch211-225h24.2	si:ch211-225h24.2	564539
ENSDARG00000034685	tmem198b	transmembrane protein 198b	564608
ENSDARG00000078929	abhd16a	abhydrolase domain containing 16A	564613
ENSDARG00000061688	arvcfb	armadillo repeat gene deleted in velocardiofacial syndrome b	564669
ENSDARG00000068438	gucd1	guanylyl cyclase domain containing 1	564677
ENSDARG00000060383	mmaa	methylmalonic aciduria (cobalamin deficiency) cblA type	564760
ENSDARG00000006812	wdr26b	WD repeat domain 26b	564794
ENSDARG00000073716	cpxm1a	carboxypeptidase X (M14 family), member 1a	564830
ENSDARG00000057648	dnttip2	deoxynucleotidyltransferase, terminal, interacting protein 2	564961
ENSDARG00000069433	tnk2b	tyrosine kinase, non-receptor, 1	565029
ENSDARG00000055129	pim3	Pim-3 proto-oncogene, serine/threonine kinase	565041
ENSDARG00000031647	stat2	signal transducer and activator of transcription 2	565200
ENSDARG00000059534	si:ch211-146m13.3	si:ch211-146m13.3	565205
ENSDARG00000058030	hspa14	heat shock protein 14	565232
ENSDARG00000013110	dmtn	dematin actin binding protein	565367
ENSDARG00000026165	col11a1a	collagen, type XI, alpha 1a	565402
ENSDARG00000079434	si:ch211-208h7.4	si:ch211-208h7.4	565444
ENSDARG00000077317	snx29	sorting nexin 29	565513
ENSDARG00000003968	zgc:162969	zgc:162969	565767
ENSDARG00000068397	tns2b	tensin 2b	565809
ENSDARG00000098880	pclob	piccolo presynaptic cytomatrix protein b	565842
ENSDARG00000019596	nrd1a	nardilysin a (N-arginine dibasic convertase)	565850
ENSDARG00000030512	tsnaxip1	translin-associated factor X interacting protein 1	565917
ENSDARG00000095750	si:dkey-71l1.3	si:dkey-71l1.3	566022
ENSDARG00000053468	adam10a	ADAM metallopeptidase domain 10a	566044
ENSDARG00000092310	si:ch211-199g17.2	si:ch211-199g17.2	566074
ENSDARG00000061095	stk36	serine/threonine kinase 36 (fused homolog, Drosophila)	566154
ENSDARG00000007413	arid2	AT rich interactive domain 2 (ARID, RFX-like)	566352
ENSDARG00000061951	golgb1	golgin B1	566353
ENSDARG00000078741	zgc:172136	zgc:172136	566376
ENSDARG00000019033	tmem59	transmembrane protein 59	566384
ENSDARG00000056248	si:dkey-183i3.5	si:dkey-183i3.5	566445
ENSDARG00000023766	gnsa	glucosamine (N-acetyl)-6-sulfatase a	566506
ENSDARG00000045886	slc38a2	solute carrier family 38, member 2	566537
ENSDARG00000091996	si:ch211-117m20.5	si:ch211-117m20.5	566658
ENSDARG00000079973	pus10	pseudouridylate synthase 10	566689
ENSDARG00000089877	si:dkeyp-75h12.5	si:dkeyp-75h12.5	566718
ENSDARG00000059128	uqcrh	ubiquinol-cytochrome c reductase hinge protein	566723
ENSDARG00000044282	smc5	structural maintenance of chromosomes 5	566749
ENSDARG00000089162	afap1l1a	actin filament associated protein 1-like 1a	566757
ENSDARG00000060697	kmt2bb	lysine (K)-specific methyltransferase 2Bb	566825
ENSDARG00000104609	crebbpa	CREB binding protein a	566841
ENSDARG00000059774	dub	duboraya	566846
ENSDARG00000077323	thap4	THAP domain containing 4	567037
ENSDARG00000104148	crebbpb	CREB binding protein b	567111
ENSDARG00000015536	sox6	SRY (sex determining region Y)-box 6	567154
ENSDARG00000011783	stag2a	stromal antigen 2a	567168
ENSDARG00000077114	arhgef16	Rho guanine nucleotide exchange factor (GEF) 16	567180
ENSDARG00000070961	lepr	leptin receptor	567241
ENSDARG00000020228	NA	upstream transcription factor 2, c-fos interacting	567297
ENSDARG00000055678	akap12b	A kinase (PRKA) anchor protein 12b	567365
ENSDARG00000062003	myo5b	myosin VB	567402
ENSDARG00000011582	sox5	SRY (sex determining region Y)-box 5	567413
ENSDARG00000061378	smg8	SMG8 nonsense mediated mRNA decay factor	567424
ENSDARG00000070959	si:ch211-288g17.3	si:ch211-288g17.3	567638
ENSDARG00000022615	si:ch211-241e1.3	si:ch211-241e1.3	567640
ENSDARG00000062058	slc12a7b	solute carrier family 12 (potassium/chloride transporter), member 7b	567667
ENSDARG00000104047	si:ch211-262i1.3	si:ch211-262i1.3	567688
ENSDARG00000077751	nol9	nucleolar protein 9	567715
ENSDARG00000023583	coq9	coenzyme Q9 homolog (S. cerevisiae)	567716
ENSDARG00000060748	tsfm	Ts translation elongation factor, mitochondrial	567785
ENSDARG00000008235	cog5	component of oligomeric golgi complex 5	567886
ENSDARG00000062315	sik2b	salt-inducible kinase 2b	567919
ENSDARG00000100630	lye	lymphocyte antigen-6, epidermis	567961
ENSDARG00000079317	dlc1	DLC1 Rho GTPase activating protein	567965
ENSDARG00000057437	apodb	apolipoprotein Db	567972
ENSDARG00000070038	rbp2a	retinol binding protein 2a, cellular	568032
ENSDARG00000061017	spns2	spinster homolog 2 (Drosophila)	568117
ENSDARG00000075560	kmt2cb	lysine (K)-specific methyltransferase 2Cb	568162
ENSDARG00000061682	bicc1a	BicC family RNA binding protein 1a	568201
ENSDARG00000057929	naf1	nuclear assembly factor 1 homolog (S. cerevisiae)	568328
ENSDARG00000079097	tanc2a	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2a	568810
ENSDARG00000086112	si:ch211-266i6.3	si:ch211-266i6.3	568826
ENSDARG00000087805	cldn34a	claudin 34a	568833
ENSDARG00000061525	slka	STE20-like kinase a	568838
ENSDARG00000091801	serpinb14	serpin peptidase inhibitor, clade B (ovalbumin), member 14	569051
ENSDARG00000094526	ksr2	kinase suppressor of ras 2	569127
ENSDARG00000061794	jam3b	junctional adhesion molecule 3b	569217
ENSDARG00000008808	eml2	echinoderm microtubule associated protein like 2	569375
ENSDARG00000078435	anapc13	anaphase promoting complex subunit 13	569473
ENSDARG00000070898	si:ch211-262h13.3	si:ch211-262h13.3	569577
ENSDARG00000097209	cox8b	cytochrome c oxidase subunit 8b	569770
ENSDARG00000059629	asphd2	aspartate beta-hydroxylase domain containing 2	569819
ENSDARG00000043026	ttbk2b	tau tubulin kinase 2b	569881
ENSDARG00000101181	s100w	S100 calcium binding protein W	569958
ENSDARG00000074581	add2	adducin 2 (beta)	570147
ENSDARG00000038866	trappc8	trafficking protein particle complex 8	570167
ENSDARG00000063466	isy1	ISY1 splicing factor homolog	570205
ENSDARG00000003829	galnt2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2	570248
ENSDARG00000003217	urb2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)	570267
ENSDARG00000071065	g6pd	glucose-6-phosphate dehydrogenase	570579
ENSDARG00000092170	apoc1l	apolipoprotein C-I like	570638
ENSDARG00000060065	ubap2b	ubiquitin associated protein 2b	570789
ENSDARG00000057121	c7b	complement component 7b	570832
ENSDARG00000003311	pank2	pantothenate kinase 2	570866
ENSDARG00000068602	dalrd3	DALR anticodon binding domain containing 3	571036
ENSDARG00000071724	ankha	ANKH inorganic pyrophosphate transport regulator a	571148
ENSDARG00000075314	zgc:174906	zgc:174906	571548
ENSDARG00000098477	tec	tec protein tyrosine kinase	571588
ENSDARG00000103843	LOC571789	sperm-associated antigen 8-like	571789
ENSDARG00000103516	sec24c	SEC24 homolog C, COPII coat complex component	571870
ENSDARG00000074533	slc25a38b	solute carrier family 25, member 38b	571961
ENSDARG00000063249	mrpl9	mitochondrial ribosomal protein L9	572170
ENSDARG00000038414	b3galt6	UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6	572324
ENSDARG00000100020	pim1	Pim-1 proto-oncogene, serine/threonine kinase	572469
ENSDARG00000036930	tbx18	T-box 18	572713
ENSDARG00000008188	sf1	splicing factor 1	572785
ENSDARG00000041314	ndufb9	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9	573021
ENSDARG00000026489	khsrp	KH-type splicing regulatory protein	573145
ENSDARG00000069521	vps29	vacuolar protein sorting 29 homolog (S. cerevisiae)	573437
ENSDARG00000052840	ndufs4	NADH dehydrogenase (ubiquinone) Fe-S protein 4, (NADH-coenzyme Q reductase)	573689
ENSDARG00000045249	nif3l1	NIF3 NGG1 interacting factor 3-like 1 (S. cerevisiae)	574421
ENSDARG00000052073	blcap	bladder cancer associated protein	57918
ENSDARG00000010792	cdc25b	cell division cycle 25B	57925
ENSDARG00000037870	actb2	actin, beta 2	57935
ENSDARG00000099358	hccsb	holocytochrome c synthase b	58016
ENSDARG00000040070	coil	coilin p80	58024
ENSDARG00000033551	fbxw4	F-box and WD repeat domain containing 4	58035
ENSDARG00000000503	stx1b	syntaxin 1B	58038
ENSDARG00000030490	sptb	spectrin, beta, erythrocytic	58040
ENSDARG00000059001	pim2	Pim-2 proto-oncogene, serine/threonine kinase	58054
ENSDARG00000043130	notch2	notch 2	58065
ENSDARG00000020610	tnnt2a	troponin T type 2a (cardiac)	58071
ENSDARG00000100149	axin2	axin 2 (conductin, axil)	58080
ENSDARG00000104279	appa	amyloid beta (A4) precursor protein a	58083
ENSDARG00000041381	arntl2	aryl hydrocarbon receptor nuclear translocator-like 2	58099
ENSDARG00000009779	mcl1a	myeloid cell leukemia 1a	58122
ENSDARG00000008818	hsf1	heat shock transcription factor 1	58123
ENSDARG00000013441	hey2	hes-related family bHLH transcription factor with YRPW motif 2	58146
ENSDARG00000008305	hand2	heart and neural crest derivatives expressed 2	58150
ENSDARG00000000241	slc40a1	solute carrier family 40 (iron-regulated transporter), member 1	58153
ENSDARG00000101622	mrps7	mitochondrial ribosomal protein S7	619204
ENSDARG00000069583	zgc:114181	zgc:114181	619255
ENSDARG00000029729	clybl	citrate lyase beta like	641475
ENSDARG00000039082	zgc:123010	zgc:123010	641500
ENSDARG00000013144	atp1b1a	ATPase, Na+/K+ transporting, beta 1a polypeptide	64267
ENSDARG00000037962	psmb7	proteasome subunit beta 7	64278
ENSDARG00000028386	htatip2	HIV-1 Tat interactive protein 2	64605
ENSDARG00000038643	alas2	aminolevulinate, delta-, synthase 2	64607
ENSDARG00000032976	cmlc1	cardiac myosin light chain-1	64671
ENSDARG00000040266	sox19b	SRY (sex determining region Y)-box 19b	64812
ENSDARG00000001169	hsd17b8	hydroxysteroid (17-beta) dehydrogenase 8	64815
ENSDARG00000000857	mapk14a	mitogen-activated protein kinase 14a	65237
ENSDARG00000055070	borcs7	BLOC-1 related complex subunit 7	664759
ENSDARG00000019897	gpat4	glycerol-3-phosphate acyltransferase 4	678522
ENSDARG00000103095	tbk1	TANK-binding kinase 1	692289
ENSDARG00000053293	ftr14	finTRIM family, member 14	692298
ENSDARG00000030964	pde12	phosphodiesterase 12	692319
ENSDARG00000070097	vimp	VCP-interacting membrane selenoprotein	735249
ENSDARG00000090834	epor	erythropoietin receptor	751109
ENSDARG00000101619	minos1	mitochondrial inner membrane organizing system 1	751699
ENSDARG00000061201	acsf2	acyl-CoA synthetase family member 2	751707
ENSDARG00000039543	mrps6	mitochondrial ribosomal protein S6	751746
ENSDARG00000054833	nucb1	nucleobindin 1	751753
ENSDARG00000042840	eml1	echinoderm microtubule associated protein like 1	767643
ENSDARG00000060316	cish	cytokine inducible SH2-containing protein	767678
ENSDARG00000068582	rnf44	ring finger protein 44	767686
ENSDARG00000063177	manf	mesencephalic astrocyte-derived neurotrophic factor	767691
ENSDARG00000063292	ssuh2rs1	ssu-2 homolog, related sequence 1	767720
ENSDARG00000068940	atp5ib	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit Eb	767750
ENSDARG00000061057	cyhr1	cysteine/histidine-rich 1	767773
ENSDARG00000098578	pdgfab	platelet-derived growth factor alpha polypeptide b	767790
ENSDARG00000097660	trappc2	trafficking protein particle complex 2	767808
ENSDARG00000045980	cst14b.1	cystatin 14b, tandem duplicate 1	768128
ENSDARG00000102531	anapc11	APC11 anaphase promoting complex subunit 11 homolog (yeast)	768140
ENSDARG00000037783	proza	protein Z, vitamin K-dependent plasma glycoprotein a	768176
ENSDARG00000060199	mrpl18	mitochondrial ribosomal protein L18	768187
ENSDARG00000062304	pdpk1a	3-phosphoinositide dependent protein kinase 1a	768202
ENSDARG00000071670	tma7	translation machinery associated 7 homolog	768290
ENSDARG00000015922	zgc:153952	zgc:153952	777621
ENSDARG00000063627	bop1	block of proliferation 1	777627
ENSDARG00000044655	st14b	suppression of tumorigenicity 14 (colon carcinoma) b	777629
ENSDARG00000102538	mccc1	methylcrotonoyl-CoA carboxylase 1 (alpha)	777632
ENSDARG00000071872	zdhhc15b	zinc finger, DHHC-type containing 15b	777734
ENSDARG00000062450	rnf115	ring finger protein 115	790928
ENSDARG00000051853	galns	galactosamine (N-acetyl)-6-sulfatase	791159
ENSDARG00000002217	scocb	short coiled-coil protein b	791709
ENSDARG00000071395	camk2g1	calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma 1	791855
ENSDARG00000036282	rnaset2	ribonuclease T2	791890
ENSDARG00000041041	cxcr3.2	chemokine (C-X-C motif) receptor 3, tandem duplicate 2	791973
ENSDARG00000023724	cdc42se1	CDC42 small effector 1	791998
ENSDARG00000054609	slco2b1	solute carrier organic anion transporter family, member 2B1	792084
ENSDARG00000022413	ing5a	inhibitor of growth family, member 5a	792168
ENSDARG00000045352	cst14a.2	cystatin 14a, tandem duplicate 2	792225
ENSDARG00000100275	nmi	N-myc (and STAT) interactor	792676
ENSDARG00000029695	pgp	phosphoglycolate phosphatase	792824
ENSDARG00000052074	si:ch211-122f10.4	si:ch211-122f10.4	792966
ENSDARG00000079373	fosl1b	FOS-like antigen 1b	793507
ENSDARG00000040535	csgalnact1a	chondroitin sulfate N-acetylgalactosaminyltransferase 1a	793671
ENSDARG00000076995	sharpin	SHANK-associated RH domain interacting protein	793673
ENSDARG00000004447	aplnr2	apelin receptor 2	793710
ENSDARG00000019438	rnf13	ring finger protein 13	793981
ENSDARG00000002362	ubald1a	UBA-like domain containing 1a	794012
ENSDARG00000042056	mau2	MAU2 sister chromatid cohesion factor	794129
ENSDARG00000056322	ldb3a	LIM domain binding 3a	794339
ENSDARG00000061590	cachd1	cache domain containing 1	794807
ENSDARG00000070122	stk11ip	serine/threonine kinase 11 interacting protein	795019
ENSDARG00000004757	ybx1	Y box binding protein 1	795398
ENSDARG00000023920	llgl2	lethal giant larvae homolog 2 (Drosophila)	795670
ENSDARG00000057910	mrps34	mitochondrial ribosomal protein S34	795846
ENSDARG00000102048	slc25a43	solute carrier family 25, member 43	796731
ENSDARG00000074552	ndufs7	NADH dehydrogenase (ubiquinone) Fe-S protein 7, (NADH-coenzyme Q reductase)	796997
ENSDARG00000068064	sirt1	sirtuin 1	797132
ENSDARG00000030665	tcerg1b	transcription elongation regulator 1b (CA150)	797473
